customer_id,week_start,active_users,sessions,active_days,usage_minutes,features_used,p001_sessions,p002_sessions,p003_sessions,p004_sessions,p005_sessions
C06188,2025-10-20,0,0,0,0,0,0,0,0,0,0
C15223,2025-04-07,642,3521,7,71681,2,2356,1165,0,0,0
C02664,2023-07-24,0,0,0,0,0,0,0,0,0,0
C19291,2025-07-21,0,0,0,0,0,0,0,0,0,0
C13040,2024-01-22,0,0,0,0,0,0,0,0,0,0
C12292,2023-03-13,0,0,0,0,0,0,0,0,0,0
C09328,2025-06-02,0,0,0,0,0,0,0,0,0,0
C18772,2023-01-02,0,0,0,0,0,0,0,0,0,0
C05733,2023-05-15,0,0,0,0,0,0,0,0,0,0
C12580,2025-04-21,11,52,7,1009,2,39,13,0,0,0
C08393,2025-02-17,0,0,0,0,0,0,0,0,0,0
C10189,2024-06-24,0,0,0,0,0,0,0,0,0,0
C08309,2023-04-10,0,0,0,0,0,0,0,0,0,0
C17053,2025-10-06,0,0,0,0,0,0,0,0,0,0
C09556,2023-07-24,0,0,0,0,0,0,0,0,0,0
C17123,2024-01-01,0,0,0,0,0,0,0,0,0,0
C14353,2023-07-31,0,0,0,0,0,0,0,0,0,0
C04782,2025-04-14,0,0,0,0,0,0,0,0,0,0
C02117,2025-07-14,0,0,0,0,0,0,0,0,0,0
C13377,2024-06-10,0,0,0,0,0,0,0,0,0,0
C15826,2023-07-10,0,0,0,0,0,0,0,0,0,0
C04611,2024-04-15,0,0,0,0,0,0,0,0,0,0
C19457,2025-02-17,37,184,5,3225,2,116,0,68,0,0
C07733,2025-02-17,34,182,7,3168,2,141,0,0,0,41
C13498,2023-08-14,0,0,0,0,0,0,0,0,0,0
C04461,2025-05-19,0,0,0,0,0,0,0,0,0,0
C03172,2023-07-31,0,0,0,0,0,0,0,0,0,0
C03812,2024-08-05,0,0,0,0,0,0,0,0,0,0
C07614,2023-12-18,0,0,0,0,0,0,0,0,0,0
C15890,2025-12-29,52,295,5,5668,2,213,82,0,0,0
C00848,2025-03-31,0,0,0,0,0,0,0,0,0,0
C07881,2023-12-25,0,0,0,0,0,0,0,0,0,0
C12835,2024-12-23,15,53,5,1047,1,53,0,0,0,0
C06153,2025-10-13,0,0,0,0,0,0,0,0,0,0
C01850,2025-08-18,0,0,0,0,0,0,0,0,0,0
C17348,2025-12-08,0,0,0,0,0,0,0,0,0,0
C03035,2025-03-03,487,3200,5,58547,4,1359,690,774,0,377
C00399,2023-09-18,0,0,0,0,0,0,0,0,0,0
C09344,2023-08-28,0,0,0,0,0,0,0,0,0,0
C03331,2024-02-05,0,0,0,0,0,0,0,0,0,0
C15016,2024-12-23,0,0,0,0,0,0,0,0,0,0
C13801,2023-07-31,0,0,0,0,0,0,0,0,0,0
C09376,2023-01-16,0,0,0,0,0,0,0,0,0,0
C13925,2023-09-18,0,0,0,0,0,0,0,0,0,0
C18497,2025-04-21,0,0,0,0,0,0,0,0,0,0
C11621,2025-01-06,0,0,0,0,0,0,0,0,0,0
C10198,2025-08-18,86,493,7,9795,4,205,112,124,0,52
C13580,2024-09-02,29,79,3,1262,1,79,0,0,0,0
C11782,2024-05-06,0,0,0,0,0,0,0,0,0,0
C19598,2025-10-13,0,0,0,0,0,0,0,0,0,0
C19248,2024-12-30,25,145,7,2911,3,89,0,38,0,18
C03573,2023-01-02,0,0,0,0,0,0,0,0,0,0
C08351,2025-02-03,710,5526,6,115301,3,2758,1412,1356,0,0
C00761,2025-03-17,0,0,0,0,0,0,0,0,0,0
C16900,2023-07-10,0,0,0,0,0,0,0,0,0,0
C19146,2024-11-18,0,0,0,0,0,0,0,0,0,0
C06237,2025-10-27,7,34,7,694,2,24,0,0,10,0
C16518,2023-04-17,0,0,0,0,0,0,0,0,0,0
C08406,2023-03-06,0,0,0,0,0,0,0,0,0,0
C05984,2024-03-18,0,0,0,0,0,0,0,0,0,0
C06918,2025-11-24,63,326,7,5665,3,173,0,81,72,0
C11498,2025-08-04,2012,19265,6,380373,5,7073,3684,3606,2774,2128
C13222,2024-04-15,0,0,0,0,0,0,0,0,0,0
C12902,2024-04-15,0,0,0,0,0,0,0,0,0,0
C18234,2024-04-08,286,1403,6,28784,2,1078,0,0,0,325
C11216,2025-10-13,0,0,0,0,0,0,0,0,0,0
C07590,2025-09-15,5,22,5,400,2,15,0,0,7,0
C18462,2023-04-10,0,0,0,0,0,0,0,0,0,0
C04447,2025-12-29,0,0,0,0,0,0,0,0,0,0
C08756,2024-08-19,0,0,0,0,0,0,0,0,0,0
C12695,2025-01-06,53,248,7,4455,2,193,0,0,0,55
C12151,2025-07-28,0,0,0,0,0,0,0,0,0,0
C08443,2023-10-09,0,0,0,0,0,0,0,0,0,0
C14314,2024-05-27,0,0,0,0,0,0,0,0,0,0
C15831,2024-02-26,0,0,0,0,0,0,0,0,0,0
C00888,2023-07-17,0,0,0,0,0,0,0,0,0,0
C13116,2025-03-31,361,2562,7,47570,3,1316,621,625,0,0
C17866,2024-02-05,0,0,0,0,0,0,0,0,0,0
C06030,2024-10-07,0,0,0,0,0,0,0,0,0,0
C06199,2025-10-06,56,363,7,7637,3,207,100,0,0,56
C09663,2024-11-18,0,0,0,0,0,0,0,0,0,0
C14100,2025-03-31,10,37,4,643,2,33,4,0,0,0
C11032,2025-11-10,0,0,0,0,0,0,0,0,0,0
C07770,2024-06-17,0,0,0,0,0,0,0,0,0,0
C16604,2024-10-07,0,0,0,0,0,0,0,0,0,0
C18839,2025-12-22,0,0,0,0,0,0,0,0,0,0
C12805,2023-08-07,0,0,0,0,0,0,0,0,0,0
C17085,2025-01-06,0,0,0,0,0,0,0,0,0,0
C09918,2025-04-07,0,0,0,0,0,0,0,0,0,0
C13080,2025-02-17,0,0,0,0,0,0,0,0,0,0
C03481,2025-08-25,38,228,6,4780,2,133,0,95,0,0
C18701,2025-06-30,380,3108,5,64072,4,1324,655,636,493,0
C03285,2023-03-27,0,0,0,0,0,0,0,0,0,0
C05452,2025-11-10,212,1577,7,27806,3,836,0,433,308,0
C04394,2023-02-20,0,0,0,0,0,0,0,0,0,0
C18571,2023-02-06,0,0,0,0,0,0,0,0,0,0
C10759,2023-02-06,0,0,0,0,0,0,0,0,0,0
C07907,2025-06-16,158,795,6,15551,2,630,0,0,0,165
C14776,2023-06-19,0,0,0,0,0,0,0,0,0,0
C17023,2024-12-16,0,0,0,0,0,0,0,0,0,0
C12951,2024-02-05,0,0,0,0,0,0,0,0,0,0
C01831,2023-01-16,0,0,0,0,0,0,0,0,0,0
C18312,2024-06-24,0,0,0,0,0,0,0,0,0,0
C19225,2025-10-27,0,0,0,0,0,0,0,0,0,0
C17865,2024-02-12,0,0,0,0,0,0,0,0,0,0
C19085,2024-01-22,0,0,0,0,0,0,0,0,0,0
C03363,2023-04-24,0,0,0,0,0,0,0,0,0,0
C10390,2024-09-02,0,0,0,0,0,0,0,0,0,0
C13285,2025-06-02,0,0,0,0,0,0,0,0,0,0
C08397,2024-01-01,0,0,0,0,0,0,0,0,0,0
C17951,2025-07-21,1522,10901,7,237565,3,5808,2865,0,2228,0
C14456,2023-08-21,0,0,0,0,0,0,0,0,0,0
C15096,2025-02-03,384,1782,5,37707,2,1321,0,0,461,0
C19876,2024-10-21,0,0,0,0,0,0,0,0,0,0
C14555,2024-11-25,262,1765,7,34632,3,908,0,495,362,0
C08921,2023-05-22,0,0,0,0,0,0,0,0,0,0
C01005,2023-07-24,0,0,0,0,0,0,0,0,0,0
C07278,2025-07-28,0,0,0,0,0,0,0,0,0,0
C15765,2024-09-30,0,0,0,0,0,0,0,0,0,0
C05442,2025-02-03,0,0,0,0,0,0,0,0,0,0
C11561,2023-04-24,0,0,0,0,0,0,0,0,0,0
C14867,2025-10-06,48,251,5,4613,2,165,0,86,0,0
C10352,2024-11-18,0,0,0,0,0,0,0,0,0,0
C18668,2024-01-01,0,0,0,0,0,0,0,0,0,0
C15514,2024-12-16,0,0,0,0,0,0,0,0,0,0
C05955,2025-11-24,0,0,0,0,0,0,0,0,0,0
C04423,2024-04-08,0,0,0,0,0,0,0,0,0,0
C14176,2025-12-29,0,0,0,0,0,0,0,0,0,0
C09153,2025-08-04,28,130,4,2800,2,90,0,0,0,40
C09358,2024-06-17,0,0,0,0,0,0,0,0,0,0
C09281,2025-10-27,118,649,7,13327,3,328,159,162,0,0
C12871,2025-10-20,0,0,0,0,0,0,0,0,0,0
C10947,2023-12-25,0,0,0,0,0,0,0,0,0,0
C14027,2024-06-24,37,155,7,3457,2,122,0,0,0,33
C04514,2025-04-14,0,0,0,0,0,0,0,0,0,0
C13303,2024-03-04,0,0,0,0,0,0,0,0,0,0
C18656,2025-04-21,0,0,0,0,0,0,0,0,0,0
C19780,2024-05-20,0,0,0,0,0,0,0,0,0,0
C17430,2023-10-23,0,0,0,0,0,0,0,0,0,0
C08649,2025-02-10,19,99,6,1922,4,26,34,18,21,0
C03306,2025-05-05,0,0,0,0,0,0,0,0,0,0
C16884,2025-08-11,0,0,0,0,0,0,0,0,0,0
C02112,2023-07-24,0,0,0,0,0,0,0,0,0,0
C18665,2025-12-01,13,73,4,1379,2,49,0,24,0,0
C02893,2024-02-26,0,0,0,0,0,0,0,0,0,0
C08211,2024-03-04,0,0,0,0,0,0,0,0,0,0
C04419,2025-12-15,0,0,0,0,0,0,0,0,0,0
C00963,2025-11-10,0,0,0,0,0,0,0,0,0,0
C02567,2023-03-20,0,0,0,0,0,0,0,0,0,0
C04549,2024-06-24,0,0,0,0,0,0,0,0,0,0
C02484,2026-01-05,0,0,0,0,0,0,0,0,0,0
C00185,2024-09-02,0,0,0,0,0,0,0,0,0,0
C12879,2024-07-15,388,2158,7,41509,2,1434,724,0,0,0
C10948,2023-08-28,0,0,0,0,0,0,0,0,0,0
C18232,2025-12-15,29,125,6,1807,2,102,0,23,0,0
C16311,2024-12-16,217,1153,6,22894,2,777,376,0,0,0
C04547,2025-04-28,0,0,0,0,0,0,0,0,0,0
C05727,2023-02-13,0,0,0,0,0,0,0,0,0,0
C14063,2025-10-13,0,0,0,0,0,0,0,0,0,0
C03741,2024-12-30,12,60,6,1077,2,38,0,22,0,0
C17529,2023-06-26,0,0,0,0,0,0,0,0,0,0
C09709,2025-07-21,0,0,0,0,0,0,0,0,0,0
C18162,2024-04-01,0,0,0,0,0,0,0,0,0,0
C15861,2023-03-27,0,0,0,0,0,0,0,0,0,0
C11448,2026-01-05,0,0,0,0,0,0,0,0,0,0
C05944,2023-01-16,0,0,0,0,0,0,0,0,0,0
C04596,2024-12-23,122,947,6,18033,5,344,193,193,130,87
C04908,2025-08-04,4,23,7,424,3,14,3,6,0,0
C01486,2024-09-23,0,0,0,0,0,0,0,0,0,0
C04307,2024-05-13,0,0,0,0,0,0,0,0,0,0
C12199,2023-12-11,0,0,0,0,0,0,0,0,0,0
C18438,2023-01-02,0,0,0,0,0,0,0,0,0,0
C06114,2024-11-18,0,0,0,0,0,0,0,0,0,0
C18490,2025-06-16,0,0,0,0,0,0,0,0,0,0
C02582,2023-09-04,0,0,0,0,0,0,0,0,0,0
C00263,2025-12-08,0,0,0,0,0,0,0,0,0,0
C05088,2023-03-13,0,0,0,0,0,0,0,0,0,0
C10153,2023-06-12,0,0,0,0,0,0,0,0,0,0
C12978,2024-03-25,0,0,0,0,0,0,0,0,0,0
C19085,2023-09-25,0,0,0,0,0,0,0,0,0,0
C02327,2024-08-19,0,0,0,0,0,0,0,0,0,0
C08763,2025-06-30,0,0,0,0,0,0,0,0,0,0
C18732,2024-11-11,0,0,0,0,0,0,0,0,0,0
C11999,2025-04-07,58,214,3,5118,2,121,93,0,0,0
C04552,2023-12-25,0,0,0,0,0,0,0,0,0,0
C07699,2025-09-01,0,0,0,0,0,0,0,0,0,0
C00273,2024-09-30,0,0,0,0,0,0,0,0,0,0
C01342,2025-06-16,0,0,0,0,0,0,0,0,0,0
C08856,2025-10-20,0,0,0,0,0,0,0,0,0,0
C11531,2023-07-31,0,0,0,0,0,0,0,0,0,0
C00473,2025-03-24,0,0,0,0,0,0,0,0,0,0
C10565,2023-04-24,0,0,0,0,0,0,0,0,0,0
C03752,2024-08-26,0,0,0,0,0,0,0,0,0,0
C12319,2025-03-10,25,116,6,2110,2,82,0,0,34,0
C19102,2023-02-06,0,0,0,0,0,0,0,0,0,0
C14158,2024-12-16,0,0,0,0,0,0,0,0,0,0
C08604,2025-01-13,0,0,0,0,0,0,0,0,0,0
C03097,2024-09-02,0,0,0,0,0,0,0,0,0,0
C04557,2025-05-19,0,0,0,0,0,0,0,0,0,0
C07548,2025-09-08,5,35,7,628,4,18,9,0,4,4
C03404,2025-07-21,0,0,0,0,0,0,0,0,0,0
C18538,2024-06-17,0,0,0,0,0,0,0,0,0,0
C08138,2025-12-01,0,0,0,0,0,0,0,0,0,0
C16322,2025-07-21,0,0,0,0,0,0,0,0,0,0
C10881,2023-03-20,0,0,0,0,0,0,0,0,0,0
C04112,2025-03-24,0,0,0,0,0,0,0,0,0,0
C00110,2025-09-08,0,0,0,0,0,0,0,0,0,0
C04413,2025-04-21,0,0,0,0,0,0,0,0,0,0
C01861,2024-04-29,0,0,0,0,0,0,0,0,0,0
C07702,2025-10-27,0,0,0,0,0,0,0,0,0,0
C07201,2025-01-27,14,58,6,1038,1,58,0,0,0,0
C16636,2024-04-22,0,0,0,0,0,0,0,0,0,0
C13731,2023-12-25,0,0,0,0,0,0,0,0,0,0
C13953,2025-08-18,0,0,0,0,0,0,0,0,0,0
C16484,2025-01-13,4,11,4,183,1,11,0,0,0,0
C16746,2024-11-04,0,0,0,0,0,0,0,0,0,0
C11993,2024-11-11,0,0,0,0,0,0,0,0,0,0
C09682,2024-03-18,0,0,0,0,0,0,0,0,0,0
C05454,2023-02-13,0,0,0,0,0,0,0,0,0,0
C17482,2023-02-06,0,0,0,0,0,0,0,0,0,0
C17705,2024-05-13,0,0,0,0,0,0,0,0,0,0
C12982,2024-02-12,0,0,0,0,0,0,0,0,0,0
C15577,2023-12-04,0,0,0,0,0,0,0,0,0,0
C05066,2025-11-17,0,0,0,0,0,0,0,0,0,0
C00026,2024-06-03,0,0,0,0,0,0,0,0,0,0
C13419,2024-03-11,0,0,0,0,0,0,0,0,0,0
C02097,2023-10-23,0,0,0,0,0,0,0,0,0,0
C04743,2023-07-24,0,0,0,0,0,0,0,0,0,0
C16405,2023-09-11,0,0,0,0,0,0,0,0,0,0
C02223,2024-12-02,0,0,0,0,0,0,0,0,0,0
C07311,2024-01-29,0,0,0,0,0,0,0,0,0,0
C06327,2024-05-27,0,0,0,0,0,0,0,0,0,0
C01260,2025-04-28,0,0,0,0,0,0,0,0,0,0
C09804,2025-08-25,0,0,0,0,0,0,0,0,0,0
C15172,2024-04-15,0,0,0,0,0,0,0,0,0,0
C09127,2023-11-06,0,0,0,0,0,0,0,0,0,0
C07870,2023-10-09,0,0,0,0,0,0,0,0,0,0
C02169,2024-12-02,0,0,0,0,0,0,0,0,0,0
C17615,2025-05-19,0,0,0,0,0,0,0,0,0,0
C12984,2025-05-26,0,0,0,0,0,0,0,0,0,0
C08203,2023-02-27,0,0,0,0,0,0,0,0,0,0
C02590,2024-03-11,0,0,0,0,0,0,0,0,0,0
C02007,2023-01-23,0,0,0,0,0,0,0,0,0,0
C02331,2025-04-28,0,0,0,0,0,0,0,0,0,0
C10719,2023-01-30,0,0,0,0,0,0,0,0,0,0
C12843,2025-09-08,0,0,0,0,0,0,0,0,0,0
C03787,2025-03-10,0,0,0,0,0,0,0,0,0,0
C08604,2023-05-22,0,0,0,0,0,0,0,0,0,0
C03525,2023-06-12,0,0,0,0,0,0,0,0,0,0
C05145,2024-06-24,0,0,0,0,0,0,0,0,0,0
C08253,2025-12-01,0,0,0,0,0,0,0,0,0,0
C08579,2024-02-26,0,0,0,0,0,0,0,0,0,0
C00786,2025-06-30,4,12,3,204,1,12,0,0,0,0
C18985,2024-08-19,0,0,0,0,0,0,0,0,0,0
C15579,2024-03-11,0,0,0,0,0,0,0,0,0,0
C08764,2024-03-11,0,0,0,0,0,0,0,0,0,0
C19724,2023-01-23,0,0,0,0,0,0,0,0,0,0
C11983,2025-09-08,0,0,0,0,0,0,0,0,0,0
C07068,2024-12-23,0,0,0,0,0,0,0,0,0,0
C12885,2025-10-06,0,0,0,0,0,0,0,0,0,0
C09012,2024-04-22,0,0,0,0,0,0,0,0,0,0
C15828,2023-04-17,0,0,0,0,0,0,0,0,0,0
C02058,2023-03-20,0,0,0,0,0,0,0,0,0,0
C18340,2024-09-30,0,0,0,0,0,0,0,0,0,0
C12898,2025-11-24,0,0,0,0,0,0,0,0,0,0
C07233,2023-08-21,0,0,0,0,0,0,0,0,0,0
C05465,2024-05-06,4,24,6,496,5,2,9,8,1,4
C13278,2025-01-20,0,0,0,0,0,0,0,0,0,0
C11980,2025-12-22,440,2973,7,60194,4,1369,0,665,531,408
C13469,2023-04-10,0,0,0,0,0,0,0,0,0,0
C08312,2024-05-06,0,0,0,0,0,0,0,0,0,0
C17222,2025-04-21,0,0,0,0,0,0,0,0,0,0
C05980,2024-03-11,0,0,0,0,0,0,0,0,0,0
C15182,2025-09-01,0,0,0,0,0,0,0,0,0,0
C10382,2024-09-16,0,0,0,0,0,0,0,0,0,0
C11535,2024-03-11,0,0,0,0,0,0,0,0,0,0
C16288,2025-08-11,0,0,0,0,0,0,0,0,0,0
C15163,2023-08-28,0,0,0,0,0,0,0,0,0,0
C02726,2024-04-22,0,0,0,0,0,0,0,0,0,0
C15463,2023-05-29,0,0,0,0,0,0,0,0,0,0
C15690,2024-10-28,0,0,0,0,0,0,0,0,0,0
C16266,2025-06-30,0,0,0,0,0,0,0,0,0,0
C14489,2023-05-15,0,0,0,0,0,0,0,0,0,0
C05176,2024-06-17,0,0,0,0,0,0,0,0,0,0
C06318,2024-01-08,0,0,0,0,0,0,0,0,0,0
C17372,2025-01-20,0,0,0,0,0,0,0,0,0,0
C04361,2024-04-01,0,0,0,0,0,0,0,0,0,0
C04637,2024-01-15,0,0,0,0,0,0,0,0,0,0
C07463,2023-05-22,0,0,0,0,0,0,0,0,0,0
C12224,2025-03-03,206,1286,7,27521,3,677,274,335,0,0
C14068,2025-09-29,0,0,0,0,0,0,0,0,0,0
C04753,2023-08-07,0,0,0,0,0,0,0,0,0,0
C08838,2025-11-03,141,416,3,6680,1,416,0,0,0,0
C01784,2023-03-20,0,0,0,0,0,0,0,0,0,0
C12401,2024-03-18,0,0,0,0,0,0,0,0,0,0
C04262,2024-02-26,0,0,0,0,0,0,0,0,0,0
C04868,2024-04-08,0,0,0,0,0,0,0,0,0,0
C11006,2025-11-24,0,0,0,0,0,0,0,0,0,0
C00501,2023-12-11,0,0,0,0,0,0,0,0,0,0
C03808,2024-09-23,0,0,0,0,0,0,0,0,0,0
C12867,2024-09-02,47,250,6,5342,2,168,82,0,0,0
C10770,2024-11-25,0,0,0,0,0,0,0,0,0,0
C18226,2023-09-04,0,0,0,0,0,0,0,0,0,0
C15091,2025-01-13,0,0,0,0,0,0,0,0,0,0
C02882,2023-09-11,0,0,0,0,0,0,0,0,0,0
C09407,2024-11-11,0,0,0,0,0,0,0,0,0,0
C17878,2024-11-18,1053,7325,5,154501,3,3604,1784,1937,0,0
C04619,2023-12-11,0,0,0,0,0,0,0,0,0,0
C11885,2025-03-31,40,246,7,4507,3,135,67,0,44,0
C18787,2025-06-02,292,2006,7,36614,3,1098,534,0,374,0
C15955,2023-11-27,0,0,0,0,0,0,0,0,0,0
C11736,2025-10-27,0,0,0,0,0,0,0,0,0,0
C19558,2024-11-11,0,0,0,0,0,0,0,0,0,0
C05162,2025-02-03,0,0,0,0,0,0,0,0,0,0
C16910,2023-11-20,0,0,0,0,0,0,0,0,0,0
C04794,2024-01-01,0,0,0,0,0,0,0,0,0,0
C00257,2023-05-15,0,0,0,0,0,0,0,0,0,0
C02801,2025-12-01,0,0,0,0,0,0,0,0,0,0
C03150,2024-06-10,2,11,5,176,1,11,0,0,0,0
C17345,2023-07-03,0,0,0,0,0,0,0,0,0,0
C11715,2024-02-26,0,0,0,0,0,0,0,0,0,0
C15014,2023-06-12,0,0,0,0,0,0,0,0,0,0
C05430,2024-08-26,0,0,0,0,0,0,0,0,0,0
C04578,2025-09-01,3,10,5,190,1,10,0,0,0,0
C16772,2024-10-28,6770,47880,7,881466,4,22091,11196,0,8440,6153
C10831,2023-01-02,0,0,0,0,0,0,0,0,0,0
C01984,2023-02-13,0,0,0,0,0,0,0,0,0,0
C02751,2023-10-02,0,0,0,0,0,0,0,0,0,0
C05307,2025-01-13,0,0,0,0,0,0,0,0,0,0
C15051,2025-06-02,0,0,0,0,0,0,0,0,0,0
C10614,2025-06-30,12,35,4,699,1,35,0,0,0,0
C01026,2024-04-22,0,0,0,0,0,0,0,0,0,0
C15047,2024-09-16,6,34,7,702,2,17,0,17,0,0
C05510,2024-08-05,0,0,0,0,0,0,0,0,0,0
C16350,2023-07-24,0,0,0,0,0,0,0,0,0,0
C15702,2023-03-27,0,0,0,0,0,0,0,0,0,0
C06332,2024-07-15,0,0,0,0,0,0,0,0,0,0
C07766,2023-01-09,0,0,0,0,0,0,0,0,0,0
C11143,2024-05-06,0,0,0,0,0,0,0,0,0,0
C19608,2024-04-08,0,0,0,0,0,0,0,0,0,0
C05326,2024-09-23,7,57,5,1004,3,27,16,0,14,0
C12966,2024-10-14,0,0,0,0,0,0,0,0,0,0
C18887,2023-08-28,0,0,0,0,0,0,0,0,0,0
C19210,2025-05-12,0,0,0,0,0,0,0,0,0,0
C06247,2024-11-04,0,0,0,0,0,0,0,0,0,0
C11228,2023-10-16,0,0,0,0,0,0,0,0,0,0
C00640,2025-10-06,0,0,0,0,0,0,0,0,0,0
C19957,2023-01-23,0,0,0,0,0,0,0,0,0,0
C09246,2025-05-26,536,3618,7,84291,3,1988,1046,0,0,584
C06793,2024-12-30,0,0,0,0,0,0,0,0,0,0
C05285,2025-04-07,0,0,0,0,0,0,0,0,0,0
C13039,2023-09-18,0,0,0,0,0,0,0,0,0,0
C01257,2025-04-14,0,0,0,0,0,0,0,0,0,0
C05910,2025-07-21,0,0,0,0,0,0,0,0,0,0
C17686,2024-04-29,0,0,0,0,0,0,0,0,0,0
C09597,2025-07-14,22,95,6,1467,1,95,0,0,0,0
C17407,2024-12-16,0,0,0,0,0,0,0,0,0,0
C01110,2024-08-05,0,0,0,0,0,0,0,0,0,0
C02002,2025-11-10,0,0,0,0,0,0,0,0,0,0
C06094,2023-01-16,0,0,0,0,0,0,0,0,0,0
C11284,2023-05-29,0,0,0,0,0,0,0,0,0,0
C16395,2024-09-09,0,0,0,0,0,0,0,0,0,0
C06533,2023-11-20,0,0,0,0,0,0,0,0,0,0
C07040,2024-01-29,0,0,0,0,0,0,0,0,0,0
C00564,2023-07-17,0,0,0,0,0,0,0,0,0,0
C18198,2025-02-10,0,0,0,0,0,0,0,0,0,0
C14646,2025-12-15,0,0,0,0,0,0,0,0,0,0
C01146,2023-01-16,0,0,0,0,0,0,0,0,0,0
C09606,2025-01-13,498,4750,6,97114,5,1768,901,885,646,550
C15332,2024-04-29,0,0,0,0,0,0,0,0,0,0
C06883,2024-05-13,0,0,0,0,0,0,0,0,0,0
C15448,2024-09-09,11,61,5,1153,2,37,0,24,0,0
C01382,2024-10-07,1,1,2,28,1,0,1,0,0,0
C08220,2025-05-12,770,5502,7,115100,3,2842,0,1557,1103,0
C11539,2024-02-19,0,0,0,0,0,0,0,0,0,0
C15014,2024-08-26,0,0,0,0,0,0,0,0,0,0
C15973,2024-07-29,0,0,0,0,0,0,0,0,0,0
C11281,2023-01-30,0,0,0,0,0,0,0,0,0,0
C16373,2025-02-10,462,2931,5,55043,4,1339,0,669,503,420
C18608,2025-10-27,0,0,0,0,0,0,0,0,0,0
C09451,2023-09-04,0,0,0,0,0,0,0,0,0,0
C08145,2025-05-19,0,0,0,0,0,0,0,0,0,0
C03880,2025-05-19,0,0,0,0,0,0,0,0,0,0
C17286,2024-01-29,0,0,0,0,0,0,0,0,0,0
C11539,2025-06-09,0,0,0,0,0,0,0,0,0,0
C07620,2025-07-28,0,0,0,0,0,0,0,0,0,0
C04752,2024-03-25,0,0,0,0,0,0,0,0,0,0
C10606,2024-09-16,0,0,0,0,0,0,0,0,0,0
C00786,2024-02-26,0,0,0,0,0,0,0,0,0,0
C01826,2024-05-06,0,0,0,0,0,0,0,0,0,0
C01940,2024-07-01,0,0,0,0,0,0,0,0,0,0
C18577,2025-07-14,0,0,0,0,0,0,0,0,0,0
C17282,2024-07-29,0,0,0,0,0,0,0,0,0,0
C15906,2024-10-21,9,33,5,618,1,33,0,0,0,0
C15328,2023-01-23,0,0,0,0,0,0,0,0,0,0
C15415,2023-05-29,0,0,0,0,0,0,0,0,0,0
C01149,2023-09-25,0,0,0,0,0,0,0,0,0,0
C03300,2025-03-31,0,0,0,0,0,0,0,0,0,0
C06518,2026-01-05,0,0,0,0,0,0,0,0,0,0
C05527,2025-03-03,26,82,5,1529,1,82,0,0,0,0
C17630,2024-02-05,0,0,0,0,0,0,0,0,0,0
C05098,2025-08-04,189,1001,7,20647,2,653,348,0,0,0
C13152,2023-11-27,0,0,0,0,0,0,0,0,0,0
C15771,2024-01-15,0,0,0,0,0,0,0,0,0,0
C06483,2025-10-20,0,0,0,0,0,0,0,0,0,0
C01873,2024-07-22,0,0,0,0,0,0,0,0,0,0
C19594,2025-03-24,0,0,0,0,0,0,0,0,0,0
C11705,2023-11-27,0,0,0,0,0,0,0,0,0,0
C05877,2023-08-07,0,0,0,0,0,0,0,0,0,0
C08267,2024-10-07,0,0,0,0,0,0,0,0,0,0
C15114,2024-06-17,0,0,0,0,0,0,0,0,0,0
C03452,2023-07-10,0,0,0,0,0,0,0,0,0,0
C17297,2024-10-21,0,0,0,0,0,0,0,0,0,0
C01593,2025-07-28,1987,14812,7,281183,4,6850,3372,0,2609,1981
C12909,2025-01-27,43,265,6,5636,2,163,0,102,0,0
C07558,2024-04-01,0,0,0,0,0,0,0,0,0,0
C13345,2023-02-20,0,0,0,0,0,0,0,0,0,0
C06830,2025-06-30,0,0,0,0,0,0,0,0,0,0
C12948,2024-04-22,0,0,0,0,0,0,0,0,0,0
C14699,2024-01-01,0,0,0,0,0,0,0,0,0,0
C06927,2024-10-14,0,0,0,0,0,0,0,0,0,0
C03746,2025-06-23,0,0,0,0,0,0,0,0,0,0
C00441,2023-01-30,0,0,0,0,0,0,0,0,0,0
C11189,2025-12-08,0,0,0,0,0,0,0,0,0,0
C07661,2023-12-04,0,0,0,0,0,0,0,0,0,0
C09134,2025-12-15,209,746,7,16718,1,746,0,0,0,0
C02032,2024-03-18,0,0,0,0,0,0,0,0,0,0
C07999,2023-06-19,0,0,0,0,0,0,0,0,0,0
C19201,2023-12-25,0,0,0,0,0,0,0,0,0,0
C09747,2023-09-04,0,0,0,0,0,0,0,0,0,0
C05132,2023-08-28,0,0,0,0,0,0,0,0,0,0
C14377,2025-12-15,42,296,6,5801,3,152,70,74,0,0
C03413,2024-10-14,0,0,0,0,0,0,0,0,0,0
C01431,2024-09-09,0,0,0,0,0,0,0,0,0,0
C10918,2023-02-06,0,0,0,0,0,0,0,0,0,0
C09289,2024-06-17,8,50,7,1030,3,25,18,0,0,7
C07211,2025-11-10,38,196,6,4132,2,126,0,70,0,0
C11366,2025-12-15,430,2726,7,51280,3,1460,677,0,589,0
C10799,2023-12-04,0,0,0,0,0,0,0,0,0,0
C19386,2025-01-06,0,0,0,0,0,0,0,0,0,0
C10826,2023-07-03,0,0,0,0,0,0,0,0,0,0
C19366,2023-02-20,0,0,0,0,0,0,0,0,0,0
C14054,2023-06-26,0,0,0,0,0,0,0,0,0,0
C05645,2023-12-04,0,0,0,0,0,0,0,0,0,0
C05462,2023-05-01,0,0,0,0,0,0,0,0,0,0
