customer_id,contract_id,churn_date,churn_reason,churn_probability,health_score_at_churn,behaviour_at_churn
C03492,CT003492,2025-12-23,Lack of Required Features,0.0177,24.13,Declining
C08261,CT008261,2024-09-24,Poor Customer Experience,0.0075,50.13,Stable
C18991,CT018991,2025-11-06,Poor Customer Experience,0.0399,40.0,Declining
C11273,CT011273,2025-02-03,Poor Customer Experience,0.0048,47.45,Declining
C15191,CT015191,2025-11-09,Low Product Engagement,0.003,62.7,Stable
C04917,CT004917,2024-07-07,Poor Customer Experience,0.0063,43.73,Declining
C08947,CT008947,2024-10-18,Business / Budget Constraints,0.049,9.25,Rapidly Declining
C14514,CT014514,2024-12-04,Lack of Required Features,0.0179,50.08,Declining
C09618,CT009618,2025-05-05,Poor Customer Experience,0.0691,15.34,Rapidly Declining
C16295,CT016295,2025-06-23,Poor Customer Experience,0.0201,32.52,Declining
C05829,CT005829,2024-07-29,Low Product Engagement,0.0191,31.19,Rapidly Declining
C04670,CT004670,2026-01-05,Low Product Engagement,0.0101,41.58,Declining
C11720,CT011720,2025-12-16,Poor Customer Experience,0.0086,21.66,Declining
C02245,CT002245,2024-09-06,Product / Technical Issues,0.0023,74.48,Stable
C13118,CT013118,2025-10-01,Business / Budget Constraints,0.0005,90.03,Improving
C00441,CT000441,2025-02-26,Poor Customer Experience,0.0078,21.59,Declining
C13749,CT013749,2025-01-19,Low Product Engagement,0.0089,53.94,Declining
C16839,CT016839,2025-04-13,Business / Budget Constraints,0.0112,56.05,Declining
C02043,CT002043,2024-12-21,Low Product Engagement,0.0048,66.34,Declining
C01345,CT001345,2025-01-28,Contract / Renewal Decision,0.0018,50.31,Stable
C08016,CT008016,2025-02-21,Contract / Renewal Decision,0.0018,76.01,Stable
C09024,CT009024,2025-10-05,Poor Customer Experience,0.0135,51.96,Declining
C01532,CT001532,2025-02-04,Poor Customer Experience,0.0867,4.49,Rapidly Declining
C10473,CT010473,2025-09-28,Low Product Engagement,0.0136,40.98,Declining
C07437,CT007437,2024-09-29,Low Product Engagement,0.0043,68.4,Stable
C14212,CT014212,2024-08-01,Low Product Engagement,0.0076,42.31,Stable
C14745,CT014745,2024-11-04,Low Product Engagement,0.0009,99.31,Stable
C10349,CT010349,2024-06-16,Business / Budget Constraints,0.0042,82.05,Declining
C07240,CT007240,2024-03-21,Business / Budget Constraints,0.0062,40.44,Declining
C04490,CT004490,2025-04-13,Contract / Renewal Decision,0.0074,74.98,Stable
C05106,CT005106,2025-04-27,Product / Technical Issues,0.0238,35.36,Declining
C06404,CT006404,2025-12-21,Lack of Required Features,0.0026,64.17,Stable
C01177,CT001177,2025-02-26,Low Product Engagement,0.0047,77.19,Stable
C18093,CT018093,2025-03-07,Contract / Renewal Decision,0.0208,58.71,Declining
C00713,CT000713,2024-07-17,Product / Technical Issues,0.0084,44.88,Declining
C16890,CT016890,2024-08-31,Product / Technical Issues,0.0139,28.53,Declining
C07706,CT007706,2024-10-26,Poor Customer Experience,0.0468,13.27,Rapidly Declining
C15549,CT015549,2025-06-09,Low Product Engagement,0.0028,37.03,Stable
C03794,CT003794,2025-11-14,Product / Technical Issues,0.0061,77.46,Stable
C07747,CT007747,2025-12-23,Lack of Required Features,0.0744,0.0,Rapidly Declining
C13921,CT013921,2025-11-17,Lack of Required Features,0.0209,31.9,Declining
C05299,CT005299,2024-12-29,Low Product Engagement,0.0289,37.45,Declining
C08806,CT008806,2024-10-28,Product / Technical Issues,0.0033,91.1,Stable
C14515,CT014515,2024-06-11,Contract / Renewal Decision,0.0061,48.81,Declining
C03431,CT003431,2025-11-09,Business / Budget Constraints,0.0067,51.08,Stable
C00391,CT000391,2025-07-12,Contract / Renewal Decision,0.0288,5.3,Declining
C19721,CT019721,2024-12-16,Business / Budget Constraints,0.0028,87.83,Stable
C10859,CT010859,2025-10-22,Product / Technical Issues,0.0263,26.12,Declining
C04643,CT004643,2024-08-02,Product / Technical Issues,0.0063,63.34,Declining
C13372,CT013372,2025-01-26,Poor Customer Experience,0.0219,44.34,Rapidly Declining
C16394,CT016394,2024-09-07,Low Product Engagement,0.0157,23.69,Rapidly Declining
C04022,CT004022,2024-11-05,Poor Customer Experience,0.0352,24.46,Declining
C07743,CT007743,2025-10-08,Low Product Engagement,0.0197,12.72,Declining
C14992,CT014992,2024-10-04,Business / Budget Constraints,0.0019,70.17,Stable
C06833,CT006833,2025-04-21,Business / Budget Constraints,0.038,40.51,Rapidly Declining
C16540,CT016540,2025-09-17,Low Product Engagement,0.0343,0.8,Rapidly Declining
C06271,CT006271,2025-12-04,Product / Technical Issues,0.0154,34.0,Declining
C04779,CT004779,2024-07-10,Business / Budget Constraints,0.0377,12.03,Rapidly Declining
C06220,CT006220,2025-07-27,Poor Customer Experience,0.0565,17.64,Declining
C09969,CT009969,2025-10-28,Low Product Engagement,0.0304,41.07,Declining
C00181,CT000181,2025-07-18,Poor Customer Experience,0.0385,14.21,Rapidly Declining
C10276,CT010276,2024-07-13,Low Product Engagement,0.0098,56.53,Declining
C03937,CT003937,2024-10-20,Business / Budget Constraints,0.0108,51.51,Declining
C02077,CT002077,2025-01-05,Business / Budget Constraints,0.0323,17.82,Rapidly Declining
C08551,CT008551,2025-09-11,Business / Budget Constraints,0.0027,72.58,Stable
C17498,CT017498,2025-07-05,Low Product Engagement,0.0105,27.55,Declining
C02748,CT002748,2024-09-05,Low Product Engagement,0.0028,67.0,Stable
C03375,CT003375,2024-10-23,Poor Customer Experience,0.002,82.0,Stable
C13264,CT013264,2025-12-27,Business / Budget Constraints,0.0183,23.14,Declining
C00842,CT000842,2024-12-09,Lack of Required Features,0.0131,52.36,Declining
C03459,CT003459,2025-11-16,Contract / Renewal Decision,0.0016,100.0,Improving
C06895,CT006895,2024-12-27,Product / Technical Issues,0.0744,0.0,Rapidly Declining
C19907,CT019907,2025-06-19,Low Product Engagement,0.0435,3.38,Rapidly Declining
C02859,CT002859,2025-11-06,Poor Customer Experience,0.0023,58.74,Stable
C07333,CT007333,2024-07-10,Poor Customer Experience,0.0368,31.78,Rapidly Declining
C19365,CT019365,2025-03-10,Low Product Engagement,0.0206,29.41,Declining
C15650,CT015650,2024-11-14,Lack of Required Features,0.0119,45.32,Declining
C15509,CT015509,2024-11-24,Business / Budget Constraints,0.0198,28.81,Declining
C14748,CT014748,2025-05-30,Business / Budget Constraints,0.002,65.33,Stable
C13787,CT013787,2025-06-01,Business / Budget Constraints,0.0027,62.66,Stable
C16297,CT016297,2025-07-07,Poor Customer Experience,0.0325,40.88,Declining
C06273,CT006273,2024-06-05,Poor Customer Experience,0.0015,81.7,Stable
C09255,CT009255,2025-09-22,Product / Technical Issues,0.0267,0.0,Rapidly Declining
C08891,CT008891,2026-01-02,Lack of Required Features,0.0011,97.8,Stable
C02418,CT002418,2024-08-28,Poor Customer Experience,0.002,61.5,Stable
C17137,CT017137,2025-12-24,Low Product Engagement,0.056,3.7,Rapidly Declining
C10310,CT010310,2025-08-12,Low Product Engagement,0.0268,40.37,Declining
C10352,CT010352,2025-10-30,Poor Customer Experience,0.004,47.45,Stable
C19111,CT019111,2025-11-07,Poor Customer Experience,0.0646,0.0,Rapidly Declining
C13350,CT013350,2025-07-31,Low Product Engagement,0.0019,63.54,Stable
C10075,CT010075,2025-11-30,Product / Technical Issues,0.0172,23.85,Declining
C06061,CT006061,2025-06-22,Contract / Renewal Decision,0.0203,46.06,Declining
C00073,CT000073,2025-03-09,Low Product Engagement,0.0088,25.78,Declining
C10481,CT010481,2024-11-29,Business / Budget Constraints,0.0032,49.72,Declining
C05459,CT005459,2025-02-16,Poor Customer Experience,0.0024,80.24,Stable
C04130,CT004130,2024-09-29,Contract / Renewal Decision,0.0012,61.06,Stable
C07707,CT007707,2025-10-29,Contract / Renewal Decision,0.0461,12.75,Rapidly Declining
C10923,CT010923,2025-10-19,Contract / Renewal Decision,0.007,41.7,Stable
C05600,CT005600,2024-04-14,Poor Customer Experience,0.0084,53.42,Declining
C11973,CT011973,2025-01-05,Business / Budget Constraints,0.006,43.58,Declining
C05237,CT005237,2025-01-10,Contract / Renewal Decision,0.0412,30.98,Declining
C07678,CT007678,2025-08-16,Low Product Engagement,0.0005,99.83,Improving
C07330,CT007330,2024-07-22,Poor Customer Experience,0.0356,45.52,Rapidly Declining
C09257,CT009257,2024-07-09,Business / Budget Constraints,0.0128,47.44,Declining
C19790,CT019790,2024-10-17,Low Product Engagement,0.0214,52.55,Declining
C09294,CT009294,2025-12-19,Business / Budget Constraints,0.0286,22.14,Declining
C12818,CT012818,2024-06-05,Low Product Engagement,0.0216,20.45,Rapidly Declining
C15088,CT015088,2024-08-28,Low Product Engagement,0.0305,24.49,Rapidly Declining
C03919,CT003919,2025-03-26,Lack of Required Features,0.0015,79.97,Stable
C16408,CT016408,2025-07-11,Business / Budget Constraints,0.0203,24.98,Declining
C15480,CT015480,2025-11-21,Low Product Engagement,0.0217,17.13,Declining
C14807,CT014807,2025-06-19,Business / Budget Constraints,0.025,6.95,Declining
C04467,CT004467,2025-01-28,Contract / Renewal Decision,0.0013,81.49,Stable
C14225,CT014225,2025-03-12,Lack of Required Features,0.018,15.61,Declining
C17244,CT017244,2025-09-12,Contract / Renewal Decision,0.0179,8.64,Declining
C14869,CT014869,2024-08-23,Contract / Renewal Decision,0.0018,73.52,Stable
C17793,CT017793,2025-01-20,Contract / Renewal Decision,0.0125,67.15,Declining
C14234,CT014234,2025-12-20,Contract / Renewal Decision,0.0012,85.38,Improving
C10917,CT010917,2024-09-26,Low Product Engagement,0.0226,46.66,Declining
C08959,CT008959,2025-06-28,Poor Customer Experience,0.037,16.46,Rapidly Declining
C12092,CT012092,2025-06-19,Lack of Required Features,0.021,57.35,Declining
C03187,CT003187,2025-06-12,Contract / Renewal Decision,0.0029,74.73,Stable
C10569,CT010569,2025-07-28,Poor Customer Experience,0.0152,46.35,Stable
C18346,CT018346,2024-10-27,Product / Technical Issues,0.0045,66.65,Stable
C18258,CT018258,2025-12-01,Low Product Engagement,0.0756,24.26,Declining
C08197,CT008197,2025-03-23,Contract / Renewal Decision,0.0006,94.22,Improving
C18280,CT018280,2025-06-24,Business / Budget Constraints,0.0358,18.39,Rapidly Declining
C07593,CT007593,2025-04-22,Business / Budget Constraints,0.0119,26.89,Declining
C10776,CT010776,2025-06-16,Low Product Engagement,0.0259,55.33,Declining
C14427,CT014427,2025-11-13,Low Product Engagement,0.008,52.23,Stable
C18460,CT018460,2024-08-29,Business / Budget Constraints,0.0033,72.9,Stable
C04151,CT004151,2024-12-27,Poor Customer Experience,0.0046,68.7,Stable
C02732,CT002732,2024-10-13,Low Product Engagement,0.0201,41.88,Declining
C19746,CT019746,2024-11-26,Product / Technical Issues,0.0229,10.98,Rapidly Declining
C05717,CT005717,2024-07-03,Business / Budget Constraints,0.0017,59.15,Stable
C18286,CT018286,2025-01-17,Poor Customer Experience,0.0462,33.63,Rapidly Declining
C11151,CT011151,2025-01-30,Product / Technical Issues,0.0076,43.31,Declining
C13758,CT013758,2024-10-18,Contract / Renewal Decision,0.003,81.26,Stable
C18699,CT018699,2025-08-06,Poor Customer Experience,0.0231,7.64,Declining
C13390,CT013390,2025-04-19,Low Product Engagement,0.0013,62.1,Stable
C10003,CT010003,2025-11-22,Contract / Renewal Decision,0.0051,55.19,Stable
C10619,CT010619,2025-01-13,Product / Technical Issues,0.0034,55.07,Declining
C15488,CT015488,2024-04-28,Low Product Engagement,0.016,35.79,Declining
C03999,CT003999,2025-07-06,Contract / Renewal Decision,0.0025,68.31,Stable
C16152,CT016152,2025-02-15,Contract / Renewal Decision,0.0273,35.18,Declining
C02716,CT002716,2025-12-25,Low Product Engagement,0.0175,17.12,Declining
C01804,CT001804,2025-02-12,Contract / Renewal Decision,0.0042,50.31,Stable
C03948,CT003948,2025-10-27,Contract / Renewal Decision,0.0018,100.0,Improving
C14327,CT014327,2025-11-29,Low Product Engagement,0.0008,100.0,Improving
C16443,CT016443,2024-12-28,Product / Technical Issues,0.0085,55.83,Declining
C12990,CT012990,2025-11-03,Business / Budget Constraints,0.0343,0.0,Rapidly Declining
C02002,CT002002,2024-11-02,Contract / Renewal Decision,0.0037,70.96,Stable
C13687,CT013687,2024-08-01,Low Product Engagement,0.016,62.44,Declining
C14074,CT014074,2025-10-31,Low Product Engagement,0.008,33.95,Declining
C05151,CT005151,2025-02-13,Business / Budget Constraints,0.0007,99.69,Improving
C05922,CT005922,2025-07-08,Lack of Required Features,0.0187,58.73,Declining
C14445,CT014445,2025-11-25,Business / Budget Constraints,0.0463,2.15,Rapidly Declining
C09953,CT009953,2025-04-28,Poor Customer Experience,0.0135,42.4,Declining
C12777,CT012777,2025-06-12,Poor Customer Experience,0.0146,40.37,Declining
C13868,CT013868,2025-04-10,Low Product Engagement,0.0026,56.22,Stable
C02217,CT002217,2025-10-01,Business / Budget Constraints,0.0021,100.0,Improving
C03266,CT003266,2025-01-22,Contract / Renewal Decision,0.0009,100.0,Improving
C04149,CT004149,2024-09-12,Low Product Engagement,0.0065,59.75,Stable
C18471,CT018471,2025-06-17,Contract / Renewal Decision,0.023,35.48,Declining
C12596,CT012596,2024-10-01,Business / Budget Constraints,0.0277,20.99,Rapidly Declining
C11795,CT011795,2025-10-07,Business / Budget Constraints,0.0016,70.07,Stable
C11160,CT011160,2025-06-13,Contract / Renewal Decision,0.0163,55.04,Declining
C02388,CT002388,2024-09-05,Contract / Renewal Decision,0.0013,86.33,Stable
C00459,CT000459,2025-05-31,Low Product Engagement,0.0498,8.65,Rapidly Declining
C02137,CT002137,2024-05-20,Business / Budget Constraints,0.0012,82.72,Stable
C05277,CT005277,2025-09-07,Contract / Renewal Decision,0.0243,0.0,Rapidly Declining
C06111,CT006111,2025-12-03,Low Product Engagement,0.0758,0.0,Rapidly Declining
C07961,CT007961,2025-03-24,Poor Customer Experience,0.0058,38.98,Stable
C13781,CT013781,2025-12-24,Lack of Required Features,0.0669,0.06,Rapidly Declining
C17891,CT017891,2024-07-13,Contract / Renewal Decision,0.0132,41.39,Declining
C04544,CT004544,2025-09-27,Low Product Engagement,0.0028,53.47,Stable
C14424,CT014424,2025-10-21,Low Product Engagement,0.0014,71.3,Stable
C07090,CT007090,2025-05-11,Business / Budget Constraints,0.004,71.18,Stable
C04067,CT004067,2025-09-20,Poor Customer Experience,0.0445,0.0,Rapidly Declining
C15441,CT015441,2024-11-15,Low Product Engagement,0.0156,21.89,Declining
C02445,CT002445,2024-12-15,Product / Technical Issues,0.0043,82.94,Stable
C08766,CT008766,2025-03-20,Product / Technical Issues,0.0212,46.7,Declining
C02315,CT002315,2025-05-16,Low Product Engagement,0.0147,31.17,Declining
C16407,CT016407,2025-07-04,Product / Technical Issues,0.0208,66.21,Declining
C11361,CT011361,2025-06-21,Low Product Engagement,0.0044,74.17,Stable
C12444,CT012444,2024-12-27,Poor Customer Experience,0.0691,16.2,Rapidly Declining
C14301,CT014301,2025-08-23,Poor Customer Experience,0.0098,23.43,Declining
C04496,CT004496,2024-12-31,Business / Budget Constraints,0.026,42.59,Declining
C17283,CT017283,2025-11-26,Product / Technical Issues,0.0437,0.0,Rapidly Declining
C14878,CT014878,2024-03-17,Poor Customer Experience,0.024,28.22,Rapidly Declining
C12137,CT012137,2025-10-10,Low Product Engagement,0.0226,32.92,Declining
C12138,CT012138,2025-04-17,Poor Customer Experience,0.0057,44.83,Declining
C04239,CT004239,2025-12-24,Low Product Engagement,0.0154,30.13,Declining
C03414,CT003414,2025-12-21,Product / Technical Issues,0.0017,75.84,Stable
C01606,CT001606,2025-07-21,Business / Budget Constraints,0.0285,20.45,Rapidly Declining
C10729,CT010729,2025-09-10,Low Product Engagement,0.0016,78.78,Stable
C06580,CT006580,2025-10-11,Product / Technical Issues,0.0208,14.46,Rapidly Declining
C02778,CT002778,2025-04-21,Low Product Engagement,0.0864,0.7,Rapidly Declining
C12026,CT012026,2024-09-08,Business / Budget Constraints,0.0121,32.76,Rapidly Declining
C11505,CT011505,2024-09-23,Business / Budget Constraints,0.0114,35.84,Rapidly Declining
C15825,CT015825,2024-09-07,Low Product Engagement,0.0291,38.61,Declining
C04754,CT004754,2025-07-23,Low Product Engagement,0.0607,4.57,Declining
C14800,CT014800,2025-08-17,Low Product Engagement,0.013,41.11,Declining
C06334,CT006334,2025-04-01,Contract / Renewal Decision,0.0076,36.22,Stable
C05510,CT005510,2025-08-27,Low Product Engagement,0.0341,0.0,Rapidly Declining
C06182,CT006182,2025-04-29,Low Product Engagement,0.0018,69.15,Stable
C03081,CT003081,2025-02-17,Low Product Engagement,0.0282,40.33,Declining
C10965,CT010965,2024-12-12,Poor Customer Experience,0.0467,34.67,Rapidly Declining
C19713,CT019713,2025-11-17,Low Product Engagement,0.0129,23.76,Declining
C16323,CT016323,2025-11-14,Product / Technical Issues,0.0021,73.97,Stable
C01998,CT001998,2025-12-27,Poor Customer Experience,0.015,36.56,Declining
C18244,CT018244,2025-07-25,Business / Budget Constraints,0.0165,0.0,Declining
C09262,CT009262,2024-03-02,Contract / Renewal Decision,0.0066,60.94,Declining
C12230,CT012230,2025-09-17,Poor Customer Experience,0.0038,62.82,Stable
C02597,CT002597,2024-11-17,Contract / Renewal Decision,0.0116,51.16,Declining
C17480,CT017480,2024-10-15,Poor Customer Experience,0.0008,85.54,Stable
C02004,CT002004,2025-01-04,Product / Technical Issues,0.0147,28.17,Declining
C18383,CT018383,2024-09-08,Business / Budget Constraints,0.0084,50.16,Declining
C05418,CT005418,2025-08-19,Poor Customer Experience,0.0264,0.0,Rapidly Declining
C18494,CT018494,2025-04-28,Low Product Engagement,0.0005,91.64,Stable
C11176,CT011176,2025-02-17,Contract / Renewal Decision,0.0146,36.43,Declining
C01205,CT001205,2025-09-20,Low Product Engagement,0.0045,66.52,Stable
C16733,CT016733,2025-05-01,Low Product Engagement,0.0166,10.39,Declining
C14027,CT014027,2024-10-03,Business / Budget Constraints,0.0081,86.89,Declining
C16715,CT016715,2025-02-03,Low Product Engagement,0.021,65.2,Declining
C03450,CT003450,2025-07-02,Contract / Renewal Decision,0.0139,20.61,Declining
C17213,CT017213,2024-12-02,Low Product Engagement,0.0311,16.45,Rapidly Declining
C02213,CT002213,2025-08-26,Business / Budget Constraints,0.0007,86.69,Stable
C05470,CT005470,2025-11-30,Contract / Renewal Decision,0.0084,60.14,Declining
C06175,CT006175,2024-08-16,Low Product Engagement,0.0007,100.0,Improving
C03020,CT003020,2025-11-06,Low Product Engagement,0.0059,34.06,Stable
C08732,CT008732,2025-03-04,Poor Customer Experience,0.0075,51.73,Declining
C12064,CT012064,2025-03-04,Product / Technical Issues,0.0109,48.0,Declining
C10718,CT010718,2025-01-12,Lack of Required Features,0.0005,100.0,Improving
C09945,CT009945,2025-02-28,Contract / Renewal Decision,0.0562,34.86,Rapidly Declining
C19945,CT019945,2025-03-30,Low Product Engagement,0.0056,65.07,Stable
C17309,CT017309,2024-02-26,Contract / Renewal Decision,0.0082,33.04,Rapidly Declining
C06527,CT006527,2024-09-09,Product / Technical Issues,0.0174,48.51,Declining
C02231,CT002231,2024-09-07,Low Product Engagement,0.0033,80.05,Stable
C17187,CT017187,2024-10-19,Business / Budget Constraints,0.0014,85.29,Stable
C00600,CT000600,2024-05-25,Poor Customer Experience,0.036,21.84,Rapidly Declining
C13402,CT013402,2025-06-04,Lack of Required Features,0.0233,15.57,Declining
C15033,CT015033,2024-06-05,Business / Budget Constraints,0.0201,30.43,Declining
C09013,CT009013,2025-09-05,Product / Technical Issues,0.0017,74.59,Stable
C13065,CT013065,2025-10-30,Business / Budget Constraints,0.0113,29.3,Declining
C01350,CT001350,2025-09-23,Low Product Engagement,0.0343,3.01,Rapidly Declining
C05980,CT005980,2025-07-31,Poor Customer Experience,0.0413,0.0,Rapidly Declining
C08075,CT008075,2024-06-02,Contract / Renewal Decision,0.0073,63.88,Declining
C03169,CT003169,2025-12-15,Product / Technical Issues,0.0412,6.91,Rapidly Declining
C15815,CT015815,2025-09-25,Product / Technical Issues,0.0538,33.95,Declining
C14386,CT014386,2025-12-06,Low Product Engagement,0.0024,61.41,Stable
C09035,CT009035,2025-08-25,Product / Technical Issues,0.0237,51.88,Declining
C16068,CT016068,2025-07-01,Poor Customer Experience,0.0143,38.59,Declining
C16226,CT016226,2025-03-20,Poor Customer Experience,0.0251,26.16,Rapidly Declining
C02326,CT002326,2025-08-24,Product / Technical Issues,0.0022,71.98,Stable
C19747,CT019747,2024-12-06,Contract / Renewal Decision,0.0022,68.59,Stable
C13746,CT013746,2025-02-06,Lack of Required Features,0.0007,83.94,Stable
C13168,CT013168,2025-01-13,Poor Customer Experience,0.0015,80.03,Stable
C03529,CT003529,2025-04-09,Poor Customer Experience,0.0326,10.34,Declining
C16016,CT016016,2025-05-22,Product / Technical Issues,0.0013,87.19,Stable
C11118,CT011118,2024-11-26,Product / Technical Issues,0.003,56.0,Stable
C08076,CT008076,2024-05-12,Product / Technical Issues,0.0106,43.1,Declining
C08446,CT008446,2025-07-14,Product / Technical Issues,0.0024,87.15,Stable
C13463,CT013463,2025-12-25,Business / Budget Constraints,0.0006,100.0,Improving
C16700,CT016700,2025-08-28,Contract / Renewal Decision,0.0205,7.54,Rapidly Declining
C00336,CT000336,2025-03-29,Lack of Required Features,0.0216,24.38,Declining
C10798,CT010798,2025-09-11,Product / Technical Issues,0.0091,50.11,Declining
C16174,CT016174,2025-02-20,Poor Customer Experience,0.0045,57.62,Stable
C12848,CT012848,2024-11-24,Contract / Renewal Decision,0.0243,28.64,Rapidly Declining
C05339,CT005339,2025-07-29,Low Product Engagement,0.0487,0.0,Rapidly Declining
C03201,CT003201,2025-11-16,Business / Budget Constraints,0.0041,43.4,Stable
C14260,CT014260,2024-11-08,Business / Budget Constraints,0.0104,35.41,Declining
C16164,CT016164,2025-09-18,Poor Customer Experience,0.0017,76.33,Stable
C10273,CT010273,2025-11-24,Lack of Required Features,0.0011,72.42,Stable
C07635,CT007635,2025-06-19,Poor Customer Experience,0.0087,67.96,Declining
C17379,CT017379,2025-03-04,Product / Technical Issues,0.0308,40.98,Rapidly Declining
C06502,CT006502,2024-05-01,Business / Budget Constraints,0.0052,64.44,Declining
C01645,CT001645,2024-04-28,Lack of Required Features,0.0192,38.35,Rapidly Declining
C09606,CT009606,2025-03-03,Low Product Engagement,0.0016,81.92,Stable
C08285,CT008285,2025-09-07,Poor Customer Experience,0.0035,84.54,Stable
C07835,CT007835,2025-03-19,Poor Customer Experience,0.0243,11.49,Rapidly Declining
C10179,CT010179,2025-05-11,Poor Customer Experience,0.0176,51.59,Declining
C16081,CT016081,2025-05-13,Product / Technical Issues,0.0106,50.89,Declining
C10093,CT010093,2024-11-10,Contract / Renewal Decision,0.0536,26.83,Rapidly Declining
C10316,CT010316,2025-04-05,Business / Budget Constraints,0.0094,40.03,Declining
C01764,CT001764,2025-06-14,Product / Technical Issues,0.0351,46.91,Declining
C08056,CT008056,2025-08-26,Poor Customer Experience,0.002,69.81,Stable
C14589,CT014589,2025-10-13,Low Product Engagement,0.031,22.98,Declining
C03419,CT003419,2024-07-23,Poor Customer Experience,0.032,18.68,Rapidly Declining
C02003,CT002003,2025-11-25,Product / Technical Issues,0.0246,0.0,Rapidly Declining
C09629,CT009629,2025-10-10,Low Product Engagement,0.0138,27.59,Rapidly Declining
C05657,CT005657,2024-11-28,Low Product Engagement,0.0019,41.56,Stable
C11626,CT011626,2024-10-02,Business / Budget Constraints,0.0865,30.7,Rapidly Declining
C12544,CT012544,2024-11-22,Product / Technical Issues,0.0046,48.85,Stable
C19568,CT019568,2025-08-13,Contract / Renewal Decision,0.0006,100.0,Improving
C03223,CT003223,2025-02-25,Lack of Required Features,0.0082,52.66,Stable
C11527,CT011527,2024-07-20,Poor Customer Experience,0.0255,37.62,Rapidly Declining
C01944,CT001944,2024-11-29,Low Product Engagement,0.0036,60.28,Stable
C11814,CT011814,2026-01-05,Business / Budget Constraints,0.0005,98.78,Stable
C18501,CT018501,2024-12-06,Product / Technical Issues,0.003,77.13,Stable
C13602,CT013602,2024-11-18,Product / Technical Issues,0.0035,77.22,Stable
C03493,CT003493,2024-09-08,Product / Technical Issues,0.0135,39.64,Declining
C13996,CT013996,2025-10-10,Business / Budget Constraints,0.0027,95.68,Stable
C01932,CT001932,2025-02-01,Low Product Engagement,0.0013,71.57,Stable
C15061,CT015061,2024-04-26,Product / Technical Issues,0.0228,39.97,Declining
C14754,CT014754,2025-09-08,Low Product Engagement,0.0016,47.08,Stable
C08598,CT008598,2025-08-04,Business / Budget Constraints,0.0239,21.83,Rapidly Declining
C15328,CT015328,2024-07-23,Lack of Required Features,0.003,90.5,Stable
C03553,CT003553,2025-11-05,Product / Technical Issues,0.0941,6.9,Rapidly Declining
C13645,CT013645,2025-06-14,Product / Technical Issues,0.004,77.89,Stable
C18160,CT018160,2025-03-30,Product / Technical Issues,0.0206,39.8,Declining
C17038,CT017038,2024-07-02,Business / Budget Constraints,0.0239,37.78,Declining
C02911,CT002911,2025-04-27,Contract / Renewal Decision,0.0007,99.74,Improving
C00696,CT000696,2025-11-19,Lack of Required Features,0.0217,36.09,Declining
C19002,CT019002,2025-10-14,Product / Technical Issues,0.0014,88.46,Stable
C09089,CT009089,2024-08-14,Lack of Required Features,0.0051,52.97,Stable
C03225,CT003225,2024-11-14,Poor Customer Experience,0.0035,70.68,Stable
C04115,CT004115,2025-09-05,Business / Budget Constraints,0.0099,27.11,Declining
C00297,CT000297,2025-10-24,Contract / Renewal Decision,0.013,0.7,Rapidly Declining
C16358,CT016358,2025-11-17,Low Product Engagement,0.0027,70.0,Stable
C17935,CT017935,2025-08-09,Low Product Engagement,0.0161,33.3,Declining
C09076,CT009076,2025-07-11,Product / Technical Issues,0.0474,0.0,Rapidly Declining
C00676,CT000676,2024-03-13,Product / Technical Issues,0.0073,56.6,Declining
C05228,CT005228,2025-08-31,Poor Customer Experience,0.0214,33.28,Declining
C08776,CT008776,2025-12-05,Low Product Engagement,0.0632,0.0,Rapidly Declining
C13550,CT013550,2024-10-03,Contract / Renewal Decision,0.0175,58.28,Declining
C17906,CT017906,2024-11-22,Business / Budget Constraints,0.0021,75.45,Stable
C14859,CT014859,2025-06-30,Contract / Renewal Decision,0.0023,61.37,Stable
C12936,CT012936,2026-01-05,Poor Customer Experience,0.0128,31.08,Declining
C08058,CT008058,2024-05-10,Business / Budget Constraints,0.0446,44.39,Rapidly Declining
C19755,CT019755,2025-07-15,Business / Budget Constraints,0.0244,60.9,Declining
C19127,CT019127,2025-09-10,Low Product Engagement,0.0025,100.0,Improving
C14019,CT014019,2025-05-29,Poor Customer Experience,0.0744,0.88,Rapidly Declining
C04222,CT004222,2024-08-19,Low Product Engagement,0.0251,42.58,Declining
C15372,CT015372,2025-03-03,Business / Budget Constraints,0.0186,56.92,Declining
C07629,CT007629,2025-11-03,Contract / Renewal Decision,0.0752,12.06,Declining
C04878,CT004878,2025-05-29,Low Product Engagement,0.0249,23.56,Rapidly Declining
C11627,CT011627,2025-05-03,Low Product Engagement,0.0571,35.1,Declining
C06929,CT006929,2025-09-18,Lack of Required Features,0.0028,64.7,Stable
C08937,CT008937,2025-04-06,Poor Customer Experience,0.12,10.22,Rapidly Declining
C02598,CT002598,2024-10-20,Product / Technical Issues,0.0059,77.31,Stable
C11233,CT011233,2025-03-31,Business / Budget Constraints,0.0046,30.09,Stable
C06197,CT006197,2025-03-23,Product / Technical Issues,0.0017,68.24,Stable
C06325,CT006325,2025-11-14,Business / Budget Constraints,0.0026,67.51,Stable
C01371,CT001371,2024-10-28,Contract / Renewal Decision,0.0039,45.41,Stable
C02594,CT002594,2024-05-07,Product / Technical Issues,0.0012,82.12,Stable
C19773,CT019773,2025-09-06,Low Product Engagement,0.0068,79.64,Declining
