ticket_id,customer_id,created_at,resolved_at,issue_category,priority,channel,resolution_hours,reopened,csat_score,escalated
TKT00080342,C13966,2025-08-22 14:32:00,2025-08-23 02:48:12.000000000,Technical Issue,High,Phone,12.27,False,4,False
TKT00108953,C18978,2025-10-25 12:53:00,2025-10-26 09:02:00.000000000,Performance,High,Email,20.15,False,5,False
TKT00060298,C10435,2024-10-21 16:23:00,2024-10-22 00:15:12.000000000,Training / Onboarding,High,Email,7.87,False,3,False
TKT00093820,C16251,2024-11-10 12:14:00,2024-11-11 00:59:00.000000000,Product Bug,Medium,Email,12.75,False,5,False
TKT00086957,C15045,2025-05-17 10:11:00,2025-05-18 13:15:48.000000000,Account Management,Low,Chat,27.08,False,4,False
TKT00050668,C08788,2025-05-11 08:24:00,2025-05-11 17:07:48.000000000,Billing,High,Email,8.73,False,4,False
TKT00087920,C15203,2025-07-01 09:41:00,2025-07-02 19:17:36.000000000,Product Bug,Medium,Chat,33.61,False,4,False
TKT00043386,C07493,2025-11-17 15:39:00,2025-11-18 11:14:24.000000000,Performance,Medium,Email,19.59,False,4,False
TKT00061142,C10596,2025-06-22 08:00:00,2025-06-23 06:24:00.000000000,Feature Request,High,Phone,22.4,False,4,True
TKT00000617,C00101,2025-09-14 08:55:00,2025-09-14 16:04:00.000000000,Product Bug,High,Chat,7.15,False,4,False
TKT00058781,C10169,2025-01-23 09:19:00,2025-01-25 13:25:36.000000000,Product Bug,Medium,Chat,52.11,False,4,False
TKT00082154,C14237,2025-10-03 12:39:00,2025-10-11 01:09:36.000000000,Integration,Low,Chat,180.51,False,5,False
TKT00026463,C04469,2025-10-16 17:52:00,2025-10-16 23:28:36.000000000,Training / Onboarding,High,Phone,5.61,False,4,True
TKT00067474,C11630,2025-06-21 15:44:00,2025-06-24 08:30:48.000000000,Feature Request,Medium,Support Portal,64.78,False,5,False
TKT00073253,C12615,2025-04-21 10:44:00,2025-04-21 13:27:48.000000000,Billing,Critical,Support Portal,2.73,False,5,False
TKT00024311,C04103,2024-09-22 16:27:00,2024-09-23 11:12:36.000000000,Feature Request,High,Phone,18.76,False,5,False
TKT00097055,C16795,2025-08-18 11:02:00,2025-08-19 10:26:36.000000000,Technical Issue,Medium,Phone,23.41,False,5,False
TKT00106436,C18506,2025-07-12 11:54:00,2025-07-14 20:44:24.000000000,Billing,Low,Email,56.84,False,4,False
TKT00006581,C01074,2025-09-22 14:47:00,2025-09-23 15:14:36.000000000,Performance,Medium,Email,24.46,False,4,False
TKT00006291,C01031,2025-09-20 17:04:00,2025-09-21 12:20:48.000000000,Product Bug,Medium,Phone,19.28,False,4,False
TKT00002539,C00410,2025-06-29 17:58:00,2025-06-30 04:12:24.000000000,Billing,Medium,Chat,10.24,False,4,False
TKT00074115,C12770,2025-02-26 16:19:00,2025-02-27 19:21:24.000000000,Integration,High,Chat,27.04,False,4,False
TKT00083462,C14456,2024-11-14 14:48:00,2024-11-16 06:27:36.000000000,Training / Onboarding,Low,Chat,39.66,False,5,False
TKT00113056,C19734,2025-03-02 13:46:00,2025-03-03 05:17:48.000000000,Product Bug,High,Chat,15.53,False,4,False
TKT00093800,C16249,2025-10-15 11:48:00,2025-10-16 17:00:00.000000000,Performance,Medium,Chat,29.2,False,4,False
TKT00064604,C11150,2025-09-28 08:54:00,2025-09-29 12:30:36.000000000,Technical Issue,Medium,Email,27.61,False,3,False
TKT00103627,C17966,2025-04-22 08:10:00,2025-04-23 06:23:12.000000000,Account Management,Medium,Chat,22.22,False,4,True
TKT00067046,C11557,2024-05-22 17:14:00,2024-05-22 23:47:00.000000000,Feature Request,Critical,Email,6.55,False,4,False
TKT00090734,C15697,2024-10-07 16:36:00,2024-10-08 22:40:48.000000000,Technical Issue,Medium,Chat,30.08,False,4,False
TKT00019578,C03346,2024-03-07 09:22:00,2024-03-09 10:48:24.000000000,Performance,High,Email,49.44,False,3,False
TKT00008601,C01422,2025-03-20 13:28:00,2025-03-20 15:59:48.000000000,Billing,Critical,Chat,2.53,True,4,True
TKT00004546,C00720,2025-06-04 10:13:00,2025-06-10 11:58:36.000000000,Product Bug,Low,Chat,145.76,False,4,False
TKT00107622,C18730,2025-07-28 08:33:00,2025-07-31 00:21:36.000000000,Integration,Medium,Email,63.81,False,4,False
TKT00001117,C00181,2025-08-10 08:22:00,2025-08-10 12:47:47.999999999,Account Management,Critical,Phone,4.43,False,3,True
TKT00038928,C06657,2026-01-03 11:39:00,2026-01-04 01:51:00.000000000,Performance,High,Support Portal,14.2,False,3,True
TKT00074323,C12811,2025-07-01 17:15:00,2025-07-04 23:12:00.000000000,Technical Issue,Low,Support Portal,77.95,False,3,False
TKT00012559,C02077,2025-09-07 09:31:00,2025-09-09 00:46:36.000000000,Technical Issue,Medium,Phone,39.26,False,4,False
TKT00108663,C18932,2024-09-26 11:24:00,2024-09-26 21:53:24.000000000,Performance,High,Support Portal,10.49,False,4,False
TKT00021418,C03612,2025-07-12 10:28:00,2025-07-13 16:54:24.000000000,Account Management,Medium,Chat,30.44,False,4,False
TKT00045119,C07796,2025-05-16 14:43:00,2025-05-21 00:29:12.000000000,Integration,Low,Chat,105.77,False,4,False
TKT00021873,C03680,2025-11-05 14:17:00,2025-11-07 08:43:24.000000000,Training / Onboarding,Low,Support Portal,42.44,False,4,False
TKT00005780,C00939,2025-07-10 11:07:00,2025-07-13 22:54:24.000000000,Feature Request,Medium,Support Portal,83.79,False,4,False
TKT00030627,C05211,2024-05-25 09:34:00,2024-05-25 20:00:24.000000000,Account Management,High,Chat,10.44,False,4,False
TKT00068876,C11879,2025-10-13 15:47:00,2025-10-15 17:35:36.000000000,Performance,Medium,Email,49.81,False,4,False
TKT00083954,C14527,2024-10-15 16:11:00,2024-10-16 13:48:48.000000000,Billing,Medium,Support Portal,21.63,False,4,False
TKT00078933,C13692,2025-12-02 09:53:00,2025-12-02 23:18:12.000000000,Performance,Critical,Chat,13.42,False,3,True
TKT00054560,C09407,2025-08-01 11:42:00,2025-08-08 04:57:36.000000000,Product Bug,Low,Phone,161.26,False,4,False
TKT00017786,C03019,2024-03-22 12:03:00,2024-03-29 12:48:36.000000000,Performance,Low,Support Portal,168.76,False,5,False
TKT00016232,C02730,2025-08-16 17:59:00,2025-08-17 11:21:12.000000000,Performance,High,Chat,17.37,False,4,False
TKT00107187,C18649,2025-04-19 17:20:00,2025-04-22 17:08:00.000000000,Product Bug,Low,Email,71.8,False,3,False
TKT00075666,C13063,2025-05-09 14:28:00,2025-05-10 13:04:00.000000000,Technical Issue,High,Support Portal,22.6,False,4,False
TKT00073977,C12751,2024-10-25 16:13:00,2024-10-27 06:38:48.000000000,Product Bug,Medium,Email,38.43,False,5,False
TKT00029610,C05036,2025-02-13 18:17:00,2025-02-16 01:56:36.000000000,Product Bug,Medium,Chat,55.66,False,5,False
TKT00035460,C06003,2025-12-22 14:06:00,2025-12-22 21:54:36.000000000,Billing,High,Chat,7.81,False,4,False
TKT00037848,C06481,2024-11-16 15:30:00,2024-11-17 04:46:12.000000000,Technical Issue,High,Email,13.27,True,4,False
TKT00018279,C03092,2025-10-31 10:14:00,2025-11-05 18:40:59.999999999,Product Bug,Medium,Email,128.45,False,4,False
TKT00025321,C04286,2025-07-14 13:23:00,2025-07-16 03:02:36.000000000,Billing,Low,Chat,37.66,False,4,False
TKT00112515,C19618,2025-10-13 10:24:00,2025-10-14 14:52:12.000000000,Technical Issue,Medium,Email,28.47,True,4,False
TKT00000088,C00006,2025-08-12 11:46:00,2025-08-14 00:13:36.000000000,Performance,Medium,Chat,36.46,False,5,False
TKT00016823,C02834,2025-03-30 09:27:00,2025-04-04 15:09:36.000000000,Account Management,Low,Phone,125.71,False,4,False
TKT00103703,C17976,2025-12-08 12:59:00,2025-12-10 16:17:00.000000000,Integration,Low,Email,51.3,False,4,False
TKT00005767,C00937,2025-02-15 18:32:00,2025-02-16 16:56:36.000000000,Training / Onboarding,Low,Chat,22.41,False,4,False
TKT00042379,C07299,2024-10-27 08:05:00,2024-10-28 15:04:24.000000000,Technical Issue,Medium,Chat,30.99,False,4,False
TKT00033539,C05684,2025-08-12 10:14:00,2025-08-13 16:47:00.000000000,Product Bug,Medium,Support Portal,30.55,False,4,False
TKT00084306,C14588,2024-02-07 17:39:00,2024-02-10 06:46:48.000000000,Performance,Low,Chat,61.13,False,4,False
TKT00099241,C17201,2025-05-03 11:56:00,2025-05-04 03:09:12.000000000,Product Bug,High,Support Portal,15.22,False,5,False
TKT00052076,C09012,2025-11-15 18:36:00,2025-11-16 23:24:00.000000000,Feature Request,Medium,Email,28.8,False,4,False
TKT00044982,C07770,2025-10-29 08:04:00,2025-10-30 06:10:00.000000000,Technical Issue,Medium,Email,22.1,False,4,False
TKT00069874,C12043,2024-11-28 15:46:00,2024-11-28 23:56:12.000000000,Billing,Critical,Chat,8.17,False,5,False
TKT00113923,C19865,2025-10-23 13:36:00,2025-10-24 21:27:36.000000000,Performance,Medium,Chat,31.86,False,4,False
TKT00080248,C13948,2025-12-21 16:14:00,2025-12-25 04:20:00.000000000,Product Bug,Low,Chat,84.1,False,4,False
TKT00080523,C14001,2025-02-01 10:14:00,2025-02-06 06:02:00.000000000,Performance,Low,Chat,115.8,False,5,False
TKT00012169,C02018,2025-02-01 13:57:00,2025-02-02 20:22:48.000000000,Performance,High,Email,30.43,False,4,True
TKT00096994,C16782,2026-01-03 11:25:00,2026-01-03 19:21:24.000000000,Account Management,High,Phone,7.94,False,4,False
TKT00103023,C17877,2025-01-16 16:17:00,2025-01-18 15:50:36.000000000,Product Bug,Medium,Chat,47.56,False,4,True
TKT00103393,C17924,2024-05-05 17:07:00,2024-05-07 14:01:00.000000000,Product Bug,Medium,Phone,44.9,False,4,False
TKT00071800,C12344,2025-11-26 11:36:00,2025-11-26 18:54:00.000000000,Performance,Critical,Chat,7.3,False,4,True
TKT00038854,C06637,2025-01-09 10:18:00,2025-01-10 08:58:48.000000000,Performance,Medium,Chat,22.68,False,3,True
TKT00026389,C04461,2024-12-03 15:03:00,2024-12-08 10:38:24.000000000,Product Bug,Low,Chat,115.59,False,4,False
TKT00039604,C06792,2025-03-26 13:00:00,2025-03-27 13:50:24.000000000,Training / Onboarding,Medium,Email,24.84,False,5,False
TKT00074208,C12787,2025-07-28 15:35:00,2025-07-30 06:14:36.000000000,Integration,Medium,Chat,38.66,False,3,True
TKT00015821,C02674,2025-11-14 15:10:00,2025-11-16 23:53:48.000000000,Product Bug,Medium,Chat,56.73,False,5,False
TKT00048784,C08460,2025-01-13 10:01:00,2025-01-18 06:26:12.000000000,Product Bug,Low,Chat,116.42,False,5,False
TKT00036805,C06273,2025-01-02 09:05:00,2025-01-06 00:41:00.000000000,Performance,Low,Chat,87.6,False,5,False
TKT00026749,C04524,2025-05-13 09:41:00,2025-05-14 11:28:24.000000000,Technical Issue,Medium,Email,25.79,False,4,False
TKT00032258,C05488,2025-06-27 18:33:00,2025-06-29 08:16:48.000000000,Technical Issue,Medium,Support Portal,37.73,False,5,False
TKT00109998,C19180,2025-08-02 14:14:00,2025-08-02 22:32:36.000000000,Billing,High,Chat,8.31,True,4,False
TKT00078310,C13561,2025-06-09 16:36:00,2025-06-10 01:59:24.000000000,Product Bug,High,Chat,9.39,False,4,False
TKT00042868,C07399,2024-11-05 17:58:00,2024-11-06 02:08:12.000000000,Billing,High,Phone,8.17,False,4,False
TKT00043166,C07450,2024-12-25 17:37:00,2024-12-28 05:02:48.000000000,Feature Request,Medium,Support Portal,59.43,False,4,False
TKT00114265,C19919,2024-10-31 18:25:00,2024-11-04 02:37:00.000000000,Feature Request,Medium,Phone,80.2,False,4,False
TKT00080940,C14069,2025-11-11 12:24:00,2025-11-13 15:36:00.000000000,Technical Issue,Medium,Email,51.2,False,3,False
TKT00064848,C11195,2025-08-20 14:54:00,2025-08-21 00:05:24.000000000,Technical Issue,High,Email,9.19,False,4,False
TKT00110541,C19275,2025-04-09 09:12:00,2025-04-12 08:28:48.000000000,Technical Issue,Low,Chat,71.28,False,5,False
TKT00108040,C18827,2025-11-04 11:47:00,2025-11-05 11:56:36.000000000,Training / Onboarding,Medium,Support Portal,24.16,False,5,False
TKT00049205,C08530,2025-05-26 08:32:00,2025-05-26 21:36:12.000000000,Account Management,High,Phone,13.07,False,3,True
TKT00028839,C04903,2024-12-01 08:35:00,2024-12-03 09:30:12.000000000,Integration,Medium,Chat,48.92,False,5,False
TKT00059204,C10225,2024-11-25 09:19:00,2024-11-26 03:59:12.000000000,Product Bug,High,Support Portal,18.67,True,3,False
TKT00061940,C10729,2024-02-22 14:09:00,2024-02-24 03:07:48.000000000,Training / Onboarding,Low,Chat,36.98,False,5,False
TKT00083559,C14476,2025-04-12 12:35:00,2025-04-13 04:40:24.000000000,Account Management,High,Phone,16.09,False,5,False
TKT00100252,C17370,2025-11-03 13:17:00,2025-11-05 10:40:24.000000000,Technical Issue,Low,Phone,45.39,False,5,False
TKT00103037,C17878,2025-05-05 14:43:00,2025-05-07 06:24:24.000000000,Product Bug,Medium,Support Portal,39.69,False,5,False
TKT00073611,C12692,2025-12-02 10:09:00,2025-12-03 07:15:36.000000000,Performance,Medium,Phone,21.11,False,4,False
TKT00110065,C19195,2025-11-22 09:03:00,2025-11-24 07:18:36.000000000,Training / Onboarding,Low,Phone,46.26,False,4,False
TKT00098831,C17136,2025-09-10 09:48:00,2025-09-10 13:26:24.000000000,Technical Issue,Critical,Email,3.64,True,2,False
TKT00104827,C18188,2025-10-18 18:11:00,2025-10-19 13:51:48.000000000,Product Bug,Medium,Email,19.68,False,5,False
TKT00099414,C17225,2025-08-12 08:51:00,2025-08-12 17:27:00.000000000,Billing,High,Email,8.6,False,3,True
TKT00091855,C15924,2024-11-28 09:17:00,2024-11-29 22:38:00.000000000,Integration,Medium,Phone,37.35,False,4,False
TKT00006816,C01123,2025-12-31 13:24:00,2026-01-01 19:39:36.000000000,Technical Issue,Medium,Phone,30.26,False,3,False
TKT00064983,C11227,2025-10-10 16:36:00,2025-10-11 16:28:48.000000000,Account Management,Medium,Email,23.88,False,4,True
TKT00002584,C00422,2025-11-27 10:27:00,2025-11-29 18:33:00.000000000,Billing,Low,Phone,56.1,False,4,False
TKT00050965,C08830,2025-12-29 10:09:00,2025-12-30 16:28:12.000000000,Technical Issue,High,Phone,30.32,False,4,False
TKT00038771,C06626,2025-12-08 11:29:00,2025-12-09 10:21:48.000000000,Performance,High,Support Portal,22.88,False,4,False
TKT00074759,C12889,2025-05-25 13:22:00,2025-05-27 15:34:00.000000000,Feature Request,Medium,Support Portal,50.2,False,5,False
TKT00077019,C13314,2025-01-26 16:59:00,2025-01-29 07:58:24.000000000,Product Bug,Low,Chat,62.99,False,5,False
TKT00044608,C07726,2025-05-06 17:09:00,2025-05-07 12:40:12.000000000,Technical Issue,Medium,Phone,19.52,False,3,False
TKT00113791,C19845,2025-07-11 11:58:00,2025-07-12 14:22:00.000000000,Billing,Medium,Email,26.4,False,4,False
TKT00016817,C02834,2025-01-13 12:25:00,2025-01-14 08:37:00.000000000,Product Bug,High,Email,20.2,False,4,False
TKT00087395,C15105,2025-01-17 15:39:00,2025-01-19 07:39:36.000000000,Product Bug,Medium,Chat,40.01,False,4,False
TKT00101672,C17632,2025-11-30 11:02:00,2025-12-05 08:58:24.000000000,Technical Issue,Low,Chat,117.94,False,4,False
TKT00027094,C04585,2025-07-26 14:35:00,2025-07-27 01:10:24.000000000,Billing,High,Phone,10.59,False,5,False
TKT00114704,C19992,2025-02-24 11:37:00,2025-02-26 01:20:48.000000000,Integration,High,Phone,37.73,False,3,False
TKT00083283,C14435,2025-04-19 13:08:00,2025-04-21 01:33:48.000000000,Product Bug,Medium,Support Portal,36.43,False,4,False
TKT00086610,C15003,2025-04-25 17:47:00,2025-04-28 23:53:00.000000000,Integration,Medium,Support Portal,78.1,False,4,False
TKT00032808,C05585,2025-04-21 13:05:00,2025-04-21 17:59:00.000000000,Billing,Critical,Chat,4.9,False,4,True
TKT00045699,C07911,2025-08-26 09:03:00,2025-09-03 14:39:00.000000000,Feature Request,Low,Chat,197.6,False,5,False
TKT00013631,C02267,2025-07-02 11:16:00,2025-07-05 05:02:48.000000000,Performance,Medium,Phone,65.78,False,4,False
TKT00026203,C04423,2025-12-06 14:29:00,2025-12-07 17:44:00.000000000,Training / Onboarding,Medium,Email,27.25,False,4,True
TKT00068602,C11847,2025-09-24 08:34:00,2025-09-29 11:29:48.000000000,Product Bug,Low,Email,122.93,False,3,False
TKT00096156,C16647,2024-11-28 18:24:00,2024-11-30 01:25:48.000000000,Technical Issue,Medium,Support Portal,31.03,False,4,False
TKT00074425,C12828,2025-09-30 18:19:00,2025-10-03 03:11:48.000000000,Integration,Low,Chat,56.88,False,4,False
TKT00027071,C04581,2025-08-13 12:36:00,2025-08-14 22:33:36.000000000,Feature Request,High,Support Portal,33.96,True,5,False
TKT00111182,C19387,2025-12-10 08:17:00,2025-12-11 11:36:48.000000000,Performance,High,Phone,27.33,False,3,True
TKT00019697,C03363,2025-05-16 13:45:00,2025-05-17 15:22:12.000000000,Product Bug,Medium,Chat,25.62,False,4,False
TKT00048853,C08472,2025-07-12 17:37:00,2025-07-15 01:25:00.000000000,Product Bug,Low,Email,55.8,False,4,False
TKT00104368,C18092,2024-03-11 13:57:00,2024-03-12 16:34:12.000000000,Technical Issue,Low,Phone,26.62,False,4,False
TKT00075632,C13056,2025-01-31 15:26:00,2025-02-01 14:02:36.000000000,Technical Issue,High,Email,22.61,False,4,False
TKT00083436,C14454,2025-02-14 10:37:00,2025-02-16 17:01:36.000000000,Account Management,Low,Chat,54.41,False,4,False
TKT00000129,C00012,2025-03-01 14:09:00,2025-03-03 11:21:36.000000000,Billing,Low,Chat,45.21,False,4,False
TKT00069537,C11982,2025-06-01 15:21:00,2025-06-05 11:24:36.000000000,Feature Request,Low,Support Portal,92.06,False,4,False
TKT00028175,C04790,2024-09-15 10:08:00,2024-09-15 18:42:12.000000000,Performance,High,Support Portal,8.57,False,4,False
TKT00001575,C00262,2025-10-13 12:36:00,2025-10-14 02:42:36.000000000,Training / Onboarding,Medium,Email,14.11,False,4,False
TKT00098043,C16974,2024-10-02 16:04:00,2024-10-02 17:54:24.000000000,Account Management,High,Support Portal,1.84,True,4,False
TKT00068523,C11839,2026-01-01 09:37:00,2026-01-01 14:46:36.000000000,Technical Issue,Critical,Chat,5.16,False,4,True
TKT00096012,C16615,2025-01-03 12:59:00,2025-01-05 05:36:12.000000000,Account Management,Low,Chat,40.62,False,4,False
TKT00108412,C18892,2024-02-08 16:05:00,2024-02-09 09:04:23.999999999,Training / Onboarding,High,Phone,16.99,True,2,False
TKT00063023,C10909,2025-11-07 11:56:00,2025-11-09 20:02:36.000000000,Product Bug,Medium,Chat,56.11,False,3,False
TKT00051439,C08907,2025-02-23 18:12:00,2025-02-25 05:18:36.000000000,Billing,Medium,Email,35.11,False,4,False
TKT00081174,C14105,2025-04-07 11:19:00,2025-04-08 14:36:24.000000000,Feature Request,High,Email,27.29,False,4,False
TKT00083511,C14463,2025-05-21 18:40:00,2025-05-22 05:32:12.000000000,Product Bug,Critical,Email,10.87,True,5,False
TKT00100154,C17349,2025-09-06 14:25:00,2025-09-07 23:40:36.000000000,Technical Issue,Low,Support Portal,33.26,False,4,False
TKT00101734,C17645,2025-05-29 18:04:00,2025-05-29 23:27:24.000000000,Technical Issue,Critical,Email,5.39,False,4,False
TKT00011981,C02001,2025-02-22 17:00:00,2025-02-26 17:44:24.000000000,Product Bug,Medium,Phone,96.74,False,4,False
TKT00045426,C07868,2025-06-13 18:57:00,2025-06-21 23:41:24.000000000,Integration,Low,Email,196.74,False,4,False
TKT00107929,C18804,2024-10-29 11:53:00,2024-11-01 03:47:36.000000000,Integration,Medium,Phone,63.91,False,3,False
TKT00049948,C08653,2025-09-06 08:17:00,2025-09-07 19:24:11.999999999,Product Bug,Medium,Email,35.12,False,3,False
TKT00021579,C03633,2024-12-10 17:03:00,2024-12-10 23:37:48.000000000,Technical Issue,Critical,Phone,6.58,False,4,True
TKT00018665,C03175,2025-12-28 17:40:00,2025-12-29 07:37:00.000000000,Account Management,High,Support Portal,13.95,False,4,True
TKT00002743,C00441,2026-01-01 10:09:00,2026-01-02 19:21:36.000000000,Product Bug,Medium,Chat,33.21,False,4,False
TKT00032825,C05590,2025-08-26 08:15:00,2025-08-28 05:31:12.000000000,Integration,Medium,Chat,45.27,False,5,False
TKT00085486,C14781,2025-10-23 12:54:00,2025-10-23 17:41:24.000000000,Account Management,Critical,Support Portal,4.79,True,4,False
TKT00074611,C12864,2024-06-07 17:24:00,2024-06-12 05:08:24.000000000,Performance,Low,Email,107.74,True,2,False
TKT00030924,C05264,2025-12-23 09:21:00,2025-12-23 21:28:48.000000000,Performance,High,Phone,12.13,False,5,False
TKT00090916,C15728,2025-11-05 18:47:00,2025-11-06 04:30:48.000000000,Technical Issue,High,Support Portal,9.73,False,4,False
TKT00037399,C06392,2025-02-07 17:29:00,2025-02-08 15:23:36.000000000,Account Management,Medium,Email,21.91,False,5,False
TKT00035669,C06049,2024-08-16 08:26:00,2024-08-17 15:11:36.000000000,Performance,Medium,Phone,30.76,False,4,False
TKT00071226,C12253,2025-03-27 11:45:00,2025-03-28 05:59:24.000000000,Technical Issue,Medium,Support Portal,18.24,False,3,False
TKT00025451,C04307,2025-07-15 16:57:00,2025-07-16 21:49:48.000000000,Product Bug,Medium,Email,28.88,False,4,False
TKT00032990,C05618,2024-06-06 11:02:00,2024-06-08 05:49:24.000000000,Technical Issue,Medium,Phone,42.79,False,3,False
TKT00016211,C02730,2025-01-11 11:02:00,2025-01-12 04:44:00.000000000,Product Bug,Medium,Support Portal,17.7,False,4,False
TKT00022231,C03740,2024-10-14 09:25:00,2024-10-16 08:38:12.000000000,Account Management,Low,Support Portal,47.22,False,4,False
TKT00113164,C19747,2026-01-04 12:09:00,2026-01-05 18:32:24.000000000,Technical Issue,Medium,Chat,30.39,False,4,False
TKT00067885,C11703,2025-05-20 18:52:00,2025-05-22 15:57:24.000000000,Account Management,Low,Email,45.09,False,4,False
TKT00023123,C03898,2025-07-12 17:08:00,2025-07-13 23:57:12.000000000,Account Management,Medium,Chat,30.82,False,5,False
TKT00081206,C14110,2024-11-26 15:56:00,2024-12-01 06:18:48.000000000,Product Bug,Low,Chat,110.38,False,4,False
TKT00086142,C14891,2024-08-03 15:36:00,2024-08-04 08:22:48.000000000,Feature Request,Critical,Email,16.78,False,5,False
TKT00105686,C18367,2024-12-30 14:40:00,2024-12-30 20:56:48.000000000,Performance,High,Support Portal,6.28,False,4,False
TKT00047020,C08145,2024-07-12 15:25:00,2024-07-13 04:13:00.000000000,Performance,High,Email,12.8,False,4,False
TKT00077440,C13390,2024-05-12 11:04:00,2024-05-13 13:28:00.000000000,Performance,Medium,Email,26.4,False,4,False
TKT00094682,C16383,2024-09-17 15:00:00,2024-09-18 14:15:36.000000000,Training / Onboarding,Medium,Email,23.26,False,4,False
TKT00017318,C02939,2025-10-02 16:38:00,2025-10-05 02:29:36.000000000,Technical Issue,Low,Phone,57.86,False,3,False
TKT00006149,C00995,2025-08-09 16:45:00,2025-08-10 20:54:36.000000000,Performance,Medium,Email,28.16,False,3,True
TKT00041887,C07209,2025-12-06 12:35:00,2025-12-08 12:44:36.000000000,Product Bug,Low,Support Portal,48.16,False,3,False
TKT00045584,C07895,2025-02-13 18:13:00,2025-02-15 21:28:00.000000000,Product Bug,Medium,Phone,51.25,False,5,False
TKT00032547,C05548,2025-05-01 14:43:00,2025-05-02 13:38:12.000000000,Billing,Medium,Chat,22.92,False,4,False
TKT00114089,C19902,2025-02-12 14:05:00,2025-02-13 12:17:36.000000000,Technical Issue,Medium,Phone,22.21,False,5,False
TKT00060626,C10489,2025-04-24 16:38:00,2025-04-26 07:07:24.000000000,Feature Request,High,Support Portal,38.49,False,4,False
TKT00070325,C12108,2024-09-18 08:39:00,2024-09-20 11:23:24.000000000,Technical Issue,Medium,Support Portal,50.74,False,4,False
TKT00080981,C14077,2025-04-24 13:31:00,2025-04-25 13:50:12.000000000,Product Bug,Medium,Phone,24.32,False,5,False
TKT00056305,C09713,2026-01-08 16:16:00,2026-01-09 14:15:24.000000000,Technical Issue,High,Support Portal,21.99,False,3,False
TKT00112723,C19647,2025-02-20 14:00:00,2025-02-23 02:22:12.000000000,Feature Request,Medium,Email,60.37,False,4,False
TKT00112935,C19710,2025-07-18 12:31:00,2025-07-21 04:20:12.000000000,Product Bug,Medium,Chat,63.82,False,4,False
TKT00099893,C17309,2024-07-10 15:11:00,2024-07-11 13:10:24.000000000,Technical Issue,Medium,Chat,21.99,False,3,False
TKT00080455,C13984,2025-01-28 14:37:00,2025-01-31 07:22:00.000000000,Product Bug,Low,Phone,64.75,False,4,False
TKT00081829,C14186,2024-10-15 17:01:00,2024-10-16 23:34:36.000000000,Integration,Medium,Email,30.56,False,5,False
TKT00025656,C04340,2025-11-24 12:34:00,2025-11-26 12:24:24.000000000,Billing,Low,Support Portal,47.84,False,5,False
TKT00036223,C06149,2025-03-06 17:21:00,2025-03-07 06:30:00.000000000,Technical Issue,High,Phone,13.15,False,5,False
TKT00059108,C10214,2024-10-29 14:50:00,2024-10-31 10:09:12.000000000,Technical Issue,Medium,Chat,43.32,False,3,False
TKT00035662,C06046,2025-01-30 14:49:00,2025-02-02 09:47:12.000000000,Product Bug,Low,Support Portal,66.97,False,4,False
TKT00042552,C07327,2024-12-30 08:45:00,2024-12-31 23:52:12.000000000,Feature Request,High,Email,39.12,False,5,False
TKT00006176,C01010,2025-06-17 12:42:00,2025-06-20 07:31:48.000000000,Integration,Low,Email,66.83,False,4,False
TKT00053175,C09176,2024-07-23 10:05:00,2024-07-23 15:39:48.000000000,Account Management,Critical,Support Portal,5.58,False,5,False
TKT00053897,C09269,2025-05-26 08:29:00,2025-05-27 04:16:24.000000000,Technical Issue,High,Support Portal,19.79,True,4,False
TKT00077202,C13350,2025-04-27 11:27:00,2025-04-28 20:44:59.999999999,Performance,High,Email,33.3,False,4,False
TKT00001881,C00322,2024-10-19 11:12:00,2024-10-28 23:24:00.000000000,Feature Request,Low,Support Portal,228.2,False,4,False
TKT00105949,C18428,2026-01-11 13:59:00,2026-01-13 04:47:36.000000000,Integration,Medium,Email,38.81,False,5,False
TKT00011559,C01929,2024-11-27 13:22:00,2024-11-28 12:51:24.000000000,Technical Issue,Medium,Email,23.49,False,4,False
TKT00007880,C01294,2024-12-25 14:15:00,2024-12-27 02:07:48.000000000,Integration,Medium,Chat,35.88,False,4,False
TKT00086309,C14929,2025-09-23 08:23:00,2025-09-24 11:27:12.000000000,Product Bug,Medium,Support Portal,27.07,False,5,False
TKT00037944,C06500,2025-07-05 18:29:00,2025-07-06 08:31:24.000000000,Account Management,High,Email,14.04,False,4,False
TKT00097633,C16900,2025-03-31 10:33:00,2025-04-02 20:23:24.000000000,Integration,Medium,Email,57.84,False,4,False
TKT00089836,C15535,2025-11-25 12:05:00,2025-11-27 03:32:36.000000000,Product Bug,Medium,Chat,39.46,False,5,False
TKT00030863,C05257,2024-02-01 08:49:00,2024-02-02 16:12:24.000000000,Product Bug,Medium,Chat,31.39,False,4,False
TKT00085803,C14830,2025-06-09 13:36:00,2025-06-09 16:50:24.000000000,Account Management,High,Email,3.24,False,3,True
TKT00107432,C18700,2024-12-25 13:05:00,2024-12-27 02:33:48.000000000,Integration,Medium,Email,37.48,False,4,False
TKT00099116,C17181,2025-08-13 10:36:00,2025-08-14 09:00:36.000000000,Performance,High,Email,22.41,False,4,False
TKT00000363,C00047,2025-11-02 14:13:00,2025-11-03 19:30:24.000000000,Product Bug,Medium,Chat,29.29,False,3,True
TKT00012695,C02107,2024-12-24 11:32:00,2024-12-30 06:51:12.000000000,Integration,Low,Email,139.32,False,5,False
