customer_id,snapshot_date,churn_90d,industry,region,segment,company_size,acquisition_channel,tenure_days,tenure_years,health_score,baseline_health,health_trend,volatility,behaviour,health_score_change_4w,health_score_change_8w,health_score_change_12w,health_score_pct_change_4w,health_score_pct_change_8w,health_score_pct_change_12w,active_users,sessions,active_days,usage_minutes,features_used,p001_sessions,p002_sessions,p003_sessions,p004_sessions,p005_sessions,active_users_change_4w,active_users_change_8w,active_users_change_12w,sessions_change_4w,sessions_change_8w,sessions_change_12w,usage_minutes_change_4w,usage_minutes_change_8w,usage_minutes_change_12w,active_days_change_4w,active_days_change_8w,active_days_change_12w,features_used_change_4w,features_used_change_8w,features_used_change_12w,active_users_pct_change_4w,active_users_pct_change_8w,active_users_pct_change_12w,sessions_pct_change_4w,sessions_pct_change_8w,sessions_pct_change_12w,usage_minutes_pct_change_4w,usage_minutes_pct_change_8w,usage_minutes_pct_change_12w,active_days_pct_change_4w,active_days_pct_change_8w,active_days_pct_change_12w,features_used_pct_change_4w,features_used_pct_change_8w,features_used_pct_change_12w,usage_decline_4w_flag,usage_decline_12w_flag,severe_usage_decline_12w_flag,product_count,tickets_4w,escalations_4w,reopens_4w,critical_tickets_4w,high_priority_tickets_4w,avg_csat_4w,avg_resolution_hours_4w,tickets_8w,escalations_8w,reopens_8w,critical_tickets_8w,high_priority_tickets_8w,avg_csat_8w,avg_resolution_hours_8w,tickets_12w,escalations_12w,reopens_12w,critical_tickets_12w,high_priority_tickets_12w,avg_csat_12w,avg_resolution_hours_12w,high_support_burden_12w,high_escalation_12w,low_csat_12w,slow_resolution_12w,contract_id,contract_active,annual_contract_value,total_contract_value,contract_type,auto_renew,contract_age_days,days_to_renewal,renewal_within_30d,renewal_within_90d,renewal_within_180d
C16414,2025-09-29,0,Healthcare,North America,Enterprise,4004,Direct Sales,239,0.6543463381245722,56.95,72.61,-0.0036,0.7715,Stable,-0.8599999999999994,0.8700000000000045,-0.12999999999999545,-0.014876318975955706,0.01551355206847369,-0.00227750525578128,624,4283,6,74064,4,1953,992,0,816,522,23.0,26.0,55.0,102.0,193.0,441.0,3112.0,-2238.0,349.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.03826955074875208,0.043478260869565216,0.09666080843585237,0.024396077493422628,0.04718826405867971,0.11478396668401875,0.0438606381779231,-0.029330817016591963,0.00473445024757512,0.0,-0.14285714285714285,-0.14285714285714285,0.0,0.0,0.0,0,0,0,4,4.0,1.0,1.0,0.0,1.0,3.8333333333333335,25.426666666666677,5.0,1.0,2.0,0.0,1.0,3.625,36.602500000000006,8.0,1.0,2.0,0.0,1.0,3.5833333333333335,46.77666666666667,1,0,0,0,CT016414,1,28049120.01,84147360.03,Three-year,False,239.0,856.0,0,0,0
C11268,2024-12-23,1,Logistics,Middle East,Mid-Market,1795,Referral,114,0.31211498973305957,30.84,58.86,-0.2689,0.4564,Declining,0.3099999999999987,-1.2500000000000036,-2.5000000000000036,0.010153946937438542,-0.03895294484263021,-0.07498500299940022,76,313,5,6016,2,207,106,0,0,0,2.0,-1.0,1.0,36.0,-55.0,12.0,101.0,-1144.0,645.0,-1.0,0.0,-2.0,0.0,0.0,0.0,0.02702702702702703,-0.012987012987012988,0.013333333333333334,0.1299638989169675,-0.14945652173913043,0.03986710963455149,0.017075232459847843,-0.15977653631284916,0.12008936883261963,-0.16666666666666666,0.0,-0.2857142857142857,0.0,0.0,0.0,0,0,0,2,1.0,0.0,0.0,0.0,0.0,3.0,113.04,3.0,0.0,0.0,0.0,1.0,3.3333333333333335,53.55666666666667,5.0,0.0,0.0,0.0,1.0,3.4,60.85,0,0,0,1,CT011268,1,2267077.21,2267077.21,Annual,True,114.0,251.0,0,0,0
C09773,2025-06-23,0,Manufacturing,APAC,Mid-Market,1522,Partner,254,0.6954140999315537,76.94,70.26,0.0048,0.4026,Stable,0.009999999999990905,0.789999999999992,0.0799999999999983,0.000129988301052787,0.010374261326329508,0.0010408534998698712,303,1388,5,29423,2,1071,0,0,0,317,2.0,9.0,3.0,65.0,98.0,-26.0,2271.0,4441.0,1473.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.006644518272425249,0.030612244897959183,0.01,0.0491307634164777,0.07596899224806201,-0.018387553041018388,0.08364024749558044,0.17776799295492754,0.052701252236135955,-0.16666666666666666,0.0,-0.16666666666666666,0.0,0.0,0.0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,CT009773,1,2608594.87,2608594.87,Annual,True,254.0,111.0,0,0,1
C09149,2024-04-15,0,Education,North America,SMB,195,Enterprise Sales,75,0.2053388090349076,68.52,75.81,-0.0315,0.9176,Stable,-0.10000000000000853,-1.740000000000009,-5.240000000000009,-0.0014573010784029222,-0.02476515798462865,-0.07104121475054241,23,55,4,920,1,55,0,0,0,0,-1.0,-4.0,23.0,-17.0,-44.0,55.0,-375.0,-1149.0,920.0,-3.0,-1.0,4.0,0.0,0.0,1.0,-0.041666666666666664,-0.14814814814814814,,-0.2361111111111111,-0.4444444444444444,,-0.28957528957528955,-0.555340744320928,,-0.42857142857142855,-0.2,,0.0,0.0,,1,0,0,1,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,4.0,38.72,0,0,0,0,CT009149,1,269964.9,269964.9,Annual,True,75.0,290.0,0,0,0
C08361,2025-03-24,0,Technology,APAC,SMB,217,Referral,117,0.3203285420944558,85.87,66.76,0.2576,0.7321,Improving,0.9300000000000068,1.480000000000004,0.7199999999999989,0.010948905109489131,0.017537622941106813,0.008455666470933633,29,97,5,1708,1,97,0,0,0,0,0.0,2.0,2.0,-33.0,16.0,-23.0,-1221.0,204.0,-468.0,0.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.07407407407407407,-0.25384615384615383,0.19753086419753085,-0.19166666666666668,-0.4168658245134858,0.1356382978723404,-0.21507352941176472,0.0,-0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,1,0,0,1,1.0,0.0,0.0,0.0,0.0,5.0,18.4,2.0,0.0,0.0,0.0,0.0,4.5,73.285,2.0,0.0,0.0,0.0,0.0,4.5,73.285,0,0,0,1,CT008361,1,209007.61,209007.61,Annual,True,117.0,248.0,0,0,0
C02323,2024-04-15,0,Manufacturing,North America,SMB,25,Direct Sales,33,0.09034907597535935,67.83,86.4,-0.2233,0.7613,Declining,-2.6099999999999994,-2.5799999999999983,-2.219999999999999,-0.037052810902896076,-0.036642522368981655,-0.03169164882226979,5,35,5,606,2,24,11,0,0,0,5.0,5.0,5.0,35.0,35.0,35.0,606.0,606.0,606.0,5.0,5.0,5.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,0,0,0,2,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,CT002323,1,395915.69,395915.69,Annual,True,33.0,332.0,0,0,0
C01309,2025-08-18,1,Telecommunications,North America,SMB,243,Partner,150,0.4106776180698152,56.06,47.22,-0.0013,0.8084,Stable,-0.5700000000000003,-0.21999999999999886,-0.10999999999999943,-0.010065336394137387,-0.0039090262970859786,-0.0019583407512907144,13,52,6,892,1,52,0,0,0,0,-1.0,-2.0,-3.0,24.0,5.0,6.0,372.0,90.0,124.0,2.0,3.0,2.0,0.0,0.0,0.0,-0.07142857142857142,-0.13333333333333333,-0.1875,0.8571428571428571,0.10638297872340426,0.13043478260869565,0.7153846153846154,0.11221945137157108,0.16145833333333334,0.5,1.0,0.5,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,CT001309,1,483588.98,483588.98,Annual,True,150.0,215.0,0,0,0
C01927,2025-04-07,0,Technology,Europe,SMB,103,Referral,136,0.3723477070499658,99.18,69.17,0.1488,1.0741,Improving,3.3200000000000074,4.1000000000000085,4.970000000000013,0.03463384101815155,0.04312158182583097,0.05275448466192563,25,91,5,1484,1,91,0,0,0,0,1.0,0.0,4.0,-21.0,6.0,-19.0,-354.0,-392.0,-686.0,-1.0,2.0,-1.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.19047619047619047,-0.1875,0.07058823529411765,-0.17272727272727273,-0.1926006528835691,-0.208955223880597,-0.3161290322580645,-0.16666666666666666,0.6666666666666666,-0.16666666666666666,0.0,0.0,0.0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,,,3.0,0.0,0.0,0.0,1.0,4.5,38.0875,3.0,0.0,0.0,0.0,1.0,4.5,38.0875,0,0,0,0,CT001927,1,274094.44,274094.44,Annual,False,136.0,229.0,0,0,0
C07951,2025-07-07,0,Retail,Europe,Mid-Market,1157,Direct Sales,75,0.2053388090349076,24.56,60.72,-0.3453,0.934,Declining,-1.6900000000000013,-0.990000000000002,-2.2300000000000004,-0.06438095238095243,-0.038747553816047046,-0.0832400149309444,43,193,5,3850,2,124,69,0,0,0,3.0,0.0,43.0,-6.0,-7.0,193.0,-136.0,330.0,3850.0,-2.0,0.0,5.0,0.0,0.0,2.0,0.075,0.0,,-0.03015075376884422,-0.035,,-0.03411941796287005,0.09375,,-0.2857142857142857,0.0,,0.0,0.0,,0,0,0,2,3.0,2.0,0.0,0.0,2.0,3.3333333333333335,14.466666666666667,6.0,2.0,0.0,0.0,2.0,3.4444444444444446,36.148888888888884,7.0,2.0,0.0,0.0,2.0,3.5833333333333335,30.721666666666664,1,1,0,0,CT007951,1,1159843.58,1159843.58,Annual,False,75.0,290.0,0,0,0
C02057,2024-08-12,0,Healthcare,Europe,Enterprise,2660,Enterprise Sales,22,0.06023271731690623,50.7,70.07,-0.22,0.6078,Declining,0.09000000000000341,-1.8399999999999963,0.8800000000000026,0.0017783046828690656,-0.03502093642938706,0.017663588920112456,124,556,5,10322,2,332,0,224,0,0,124.0,124.0,124.0,556.0,556.0,556.0,10322.0,10322.0,10322.0,5.0,5.0,5.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,0,0,0,2,1.0,0.0,0.0,0.0,0.0,4.0,17.48,1.0,0.0,0.0,0.0,0.0,4.0,17.48,1.0,0.0,0.0,0.0,0.0,4.0,17.48,0,0,0,0,CT002057,1,7500000.0,7500000.0,Annual,True,22.0,343.0,0,0,0
C16589,2025-04-21,0,Healthcare,APAC,Mid-Market,1825,Direct Sales,122,0.33401779603011633,75.35,79.05,0.011,0.5081,Stable,0.4099999999999966,1.4599999999999937,0.9499999999999886,0.005471043501467795,0.019759101366896653,0.012768817204300922,315,1400,5,23926,2,1095,0,0,0,305,-7.0,-4.0,-19.0,-35.0,-12.0,-14.0,-5600.0,-4639.0,-5571.0,-1.0,-2.0,-1.0,0.0,0.0,0.0,-0.021739130434782608,-0.012539184952978056,-0.05688622754491018,-0.024390243902439025,-0.0084985835694051,-0.009900990099009901,-0.1896633475580844,-0.16240154034657797,-0.1888666644065498,-0.16666666666666666,-0.2857142857142857,-0.16666666666666666,0.0,0.0,0.0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,0.0,1.0,4.0,20.48,0,0,0,0,CT016589,1,1772214.59,1772214.59,Annual,False,122.0,243.0,0,0,0
C00032,2024-12-30,0,Professional Services,Middle East,Enterprise,12764,Direct Sales,61,0.16700889801505817,64.5,70.94,-0.0436,0.7506,Stable,-1.2399999999999949,0.09000000000000341,1.2999999999999972,-0.01886218436264063,0.0013972985561248783,0.02056962025316451,1482,4755,5,83414,1,4755,0,0,0,0,116.0,1482.0,1482.0,275.0,4755.0,4755.0,-6333.0,83414.0,83414.0,-1.0,5.0,5.0,0.0,1.0,1.0,0.0849194729136164,,,0.06138392857142857,,,-0.07056503281446734,,,-0.16666666666666666,,,0.0,,,0,0,0,1,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,CT000032,1,14919324.25,29838648.5,Two-year,True,61.0,669.0,0,0,0
C04535,2025-03-17,0,Telecommunications,Latin America,SMB,233,Partner,147,0.4024640657084189,45.27,74.92,-0.3115,0.4401,Declining,-1.1299999999999955,-1.3999999999999986,-2.5,-0.024353448275861972,-0.029997857295907402,-0.052334100900146535,18,79,6,1604,1,79,0,0,0,0,-2.0,0.0,-1.0,15.0,22.0,18.0,525.0,560.0,422.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.1,0.0,-0.05263157894736842,0.234375,0.38596491228070173,0.29508196721311475,0.4865616311399444,0.5363984674329502,0.3570219966159052,0.2,0.2,0.2,0.0,0.0,0.0,0,0,0,1,1.0,0.0,1.0,0.0,0.0,3.0,22.69,4.0,0.0,1.0,0.0,0.0,4.0,38.2175,5.0,0.0,1.0,0.0,1.0,3.8,31.613999999999997,0,0,0,0,CT004535,1,516599.01,516599.01,Annual,True,147.0,218.0,0,0,0
C13805,2024-12-30,0,Healthcare,APAC,Mid-Market,776,Direct Sales,44,0.12046543463381246,64.76,82.04,-0.0384,0.8592,Stable,2.180000000000007,1.960000000000008,0.0799999999999983,0.03483541067433696,0.031210191082802676,0.001236858379715496,75,313,4,5920,2,240,0,0,73,0,1.0,75.0,75.0,-6.0,313.0,313.0,789.0,5920.0,5920.0,-1.0,4.0,4.0,0.0,2.0,2.0,0.013513513513513514,,,-0.018808777429467086,,,0.1537711946988891,,,-0.2,,,0.0,,,0,0,0,2,2.0,0.0,1.0,1.0,0.0,4.0,12.219999999999999,3.0,0.0,1.0,1.0,1.0,4.5,26.169999999999998,3.0,0.0,1.0,1.0,1.0,4.5,26.169999999999998,0,0,0,0,CT013805,1,1412103.82,1412103.82,Annual,True,44.0,321.0,0,0,0
C10553,2025-09-15,0,Technology,North America,Enterprise,2037,Referral,77,0.2108145106091718,49.96,77.76,-0.2052,0.6879,Declining,-1.5799999999999983,-3.6300000000000026,-6.729999999999997,-0.03065580131936357,-0.06773651800709092,-0.11871582289645435,168,1014,4,18268,3,523,0,302,189,0,-9.0,-43.0,168.0,-48.0,-246.0,1014.0,14.0,-6489.0,18268.0,-1.0,-2.0,4.0,0.0,0.0,3.0,-0.05084745762711865,-0.2037914691943128,,-0.04519774011299435,-0.19523809523809524,,0.0007669551879040211,-0.2621076867148685,,-0.2,-0.3333333333333333,,0.0,0.0,,0,0,0,3,0.0,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,0.0,4.0,66.345,2.0,0.0,0.0,0.0,0.0,4.0,66.345,0,0,0,1,CT010553,1,16079135.16,48237405.48,Three-year,False,77.0,1018.0,0,0,0
C04490,2024-07-08,0,Education,Europe,SMB,193,Direct Sales,81,0.22176591375770022,70.39,71.8,0.0179,0.6453,Stable,0.29999999999999716,-1.1400000000000006,-0.45999999999999375,0.004280211157083709,-0.01593736893611073,-0.006492589978828423,39,249,6,5474,3,105,66,78,0,0,-2.0,-5.0,39.0,-54.0,-78.0,249.0,-541.0,-747.0,5474.0,-1.0,0.0,6.0,0.0,0.0,3.0,-0.04878048780487805,-0.11363636363636363,,-0.1782178217821782,-0.23853211009174313,,-0.08994181213632585,-0.12007715801318115,,-0.14285714285714285,0.0,,0.0,0.0,,0,0,0,3,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,CT004490,1,310457.53,310457.53,Annual,False,81.0,284.0,0,0,0
C19763,2024-10-21,0,Technology,North America,Mid-Market,1100,Enterprise Sales,221,0.6050650239561944,56.01,66.44,-0.0729,1.1377,Stable,0.7399999999999949,0.29999999999999716,-0.28000000000000114,0.01338881852722987,0.005385029617662846,-0.004974240540060422,112,647,6,11036,3,344,190,0,113,0,-10.0,-14.0,-24.0,-68.0,-155.0,-158.0,-2675.0,-3482.0,-3850.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-0.08196721311475409,-0.1111111111111111,-0.17647058823529413,-0.0951048951048951,-0.19326683291770574,-0.19627329192546583,-0.1950988257603384,-0.23984019837443174,-0.2586322719333602,0.0,-0.14285714285714285,-0.14285714285714285,0.0,0.0,0.0,1,0,0,3,3.0,0.0,0.0,0.0,0.0,3.75,57.0575,3.0,0.0,0.0,0.0,0.0,3.75,57.0575,3.0,0.0,0.0,0.0,0.0,3.75,57.0575,0,0,0,1,CT019763,1,3913595.35,7827190.7,Two-year,True,221.0,509.0,0,0,0
C11723,2025-09-08,0,Telecommunications,North America,Mid-Market,516,Referral,16,0.04380561259411362,75.05,68.62,0.0097,0.5593,Stable,-0.6800000000000068,-0.4000000000000057,-0.5900000000000034,-0.008979268453717243,-0.005301524188204184,-0.007800105764146,101,701,7,14201,3,347,173,181,0,0,101.0,101.0,101.0,701.0,701.0,701.0,14201.0,14201.0,14201.0,7.0,7.0,7.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,0,0,0,3,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,CT011723,1,2585996.78,5171993.56,Two-year,False,16.0,714.0,0,0,0
C15732,2024-06-03,0,Retail,North America,SMB,243,Referral,122,0.33401779603011633,55.13,76.88,-0.2029,1.0171,Declining,-0.00999999999999801,-2.6999999999999957,-6.479999999999997,-0.00018135654697130958,-0.04668856994639453,-0.10517773088784284,31,129,4,2301,2,97,0,0,0,32,-1.0,-6.0,-6.0,-9.0,-17.0,-31.0,-111.0,-602.0,-1118.0,0.0,-1.0,-3.0,0.0,0.0,0.0,-0.03125,-0.16216216216216217,-0.16216216216216217,-0.06521739130434782,-0.11643835616438356,-0.19375,-0.046019900497512436,-0.20737168446434723,-0.3269961977186312,0.0,-0.2,-0.42857142857142855,0.0,0.0,0.0,0,1,0,2,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,4.0,29.28,1.0,0.0,0.0,0.0,0.0,4.0,29.28,0,0,0,0,CT015732,1,353569.35,353569.35,Annual,True,122.0,243.0,0,0,0
C11258,2025-03-17,0,Manufacturing,Europe,SMB,79,Inbound,216,0.5913757700205339,79.66,71.82,-0.01,1.1585,Stable,-3.6300000000000097,-3.6300000000000097,-3.2700000000000102,-0.043582662984752184,-0.043582662984752184,-0.039430845291209576,17,67,6,1441,1,67,0,0,0,0,-1.0,-2.0,-1.0,-17.0,-2.0,13.0,-585.0,263.0,478.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.05555555555555555,-0.10526315789473684,-0.05555555555555555,-0.20238095238095238,-0.028985507246376812,0.24074074074074073,-0.288746298124383,0.2232597623089983,0.4963655244029076,0.0,0.2,0.2,0.0,0.0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,4.0,31.77,1.0,0.0,0.0,0.0,0.0,4.0,31.77,0,0,0,0,CT011258,1,619000.62,619000.62,Annual,True,216.0,149.0,0,0,1
C01821,2024-07-22,0,Financial Services,Middle East,Enterprise,16597,Inbound,55,0.15058179329226556,39.52,53.92,-0.0895,1.081,Stable,-2.3999999999999986,0.6600000000000037,-1.1299999999999955,-0.05725190839694653,0.016984045290787536,-0.02779827798277972,663,5094,7,92718,5,1843,899,1101,750,501,-103.0,663.0,663.0,-771.0,5094.0,5094.0,-8974.0,92718.0,92718.0,0.0,7.0,7.0,0.0,5.0,5.0,-0.13446475195822455,,,-0.13145780051150896,,,-0.08824686307674154,,,0.0,,,0.0,,,0,0,0,5,1.0,0.0,0.0,0.0,0.0,4.0,29.48,1.0,0.0,0.0,0.0,0.0,4.0,29.48,1.0,0.0,0.0,0.0,0.0,4.0,29.48,0,0,0,0,CT001821,1,7500000.0,7500000.0,Annual,True,55.0,310.0,0,0,0
C15665,2025-06-16,0,Healthcare,APAC,SMB,181,Partner,280,0.7665982203969883,98.22,77.73,0.2535,0.5113,Improving,0.269999999999996,-0.5400000000000063,-0.46000000000000796,0.0027565084226645843,-0.00546780072904016,-0.00466153222537503,66,453,7,9237,3,223,0,128,102,0,2.0,4.0,-2.0,-13.0,13.0,-41.0,1944.0,1609.0,-428.0,2.0,0.0,2.0,0.0,0.0,0.0,0.03125,0.06451612903225806,-0.029411764705882353,-0.027896995708154508,0.029545454545454545,-0.08299595141700405,0.26655697243932536,0.21093340325117987,-0.04428349715468184,0.4,0.0,0.4,0.0,0.0,0.0,0,0,0,3,1.0,0.0,0.0,1.0,0.0,4.0,9.23,1.0,0.0,0.0,1.0,0.0,4.0,9.23,2.0,1.0,0.0,1.0,0.0,4.0,23.634999999999998,0,0,0,0,CT015665,1,935034.76,935034.76,Annual,True,280.0,85.0,0,1,1
C13675,2025-08-18,0,Retail,Europe,Mid-Market,1388,Direct Sales,12,0.03285420944558522,62.67,96.33,-0.2812,0.5842,Declining,-1.8299999999999983,-4.459999999999994,-5.230000000000004,-0.028372093023255787,-0.0664382541337702,-0.0770250368188513,210,1014,5,18009,3,585,0,0,246,183,210.0,210.0,210.0,1014.0,1014.0,1014.0,18009.0,18009.0,18009.0,5.0,5.0,5.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,0,0,0,3,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,CT013675,1,4602073.51,4602073.51,Annual,True,12.0,353.0,0,0,0
C11617,2025-05-26,0,Healthcare,North America,SMB,214,Direct Sales,231,0.6324435318275154,97.64,85.93,0.0356,1.0022,Stable,2.6500000000000057,7.180000000000007,6.640000000000001,0.02789767343930946,0.07937209816493486,0.07296703296703297,68,315,6,6028,2,231,0,0,0,84,5.0,8.0,1.0,33.0,62.0,-23.0,757.0,1183.0,519.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.07936507936507936,0.13333333333333333,0.014925373134328358,0.11702127659574468,0.2450592885375494,-0.06804733727810651,0.14361601214190856,0.24416924664602682,0.09420947540388455,0.0,0.0,-0.14285714285714285,0.0,0.0,0.0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,CT011617,1,520932.62,520932.62,Annual,False,231.0,134.0,0,0,1
C13944,2025-07-14,0,Technology,Middle East,SMB,106,Inbound,260,0.7118412046543463,60.92,63.73,0.0217,0.6278,Stable,-1.769999999999996,-4.090000000000003,-3.9399999999999977,-0.028234168128888116,-0.0629133979387787,-0.060746222633364134,18,96,7,1966,2,68,28,0,0,0,-1.0,-2.0,-2.0,25.0,-6.0,10.0,716.0,37.0,283.0,2.0,1.0,0.0,0.0,0.0,0.0,-0.05263157894736842,-0.1,-0.1,0.352112676056338,-0.058823529411764705,0.11627906976744186,0.5728,0.01918092275790565,0.1681521093285799,0.4,0.16666666666666666,0.0,0.0,0.0,0.0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,CT013944,1,1500000.0,3000000.0,Two-year,True,260.0,470.0,0,0,0
C12366,2024-04-15,1,Logistics,North America,Enterprise,6856,Enterprise Sales,82,0.2245037645448323,68.79,80.64,-0.3132,0.7658,Declining,-3.1400000000000006,-4.75,-6.819999999999993,-0.04365355206450716,-0.06459069893935272,-0.09019970903319657,1604,14444,7,279905,5,5432,2669,2852,2002,1489,-148.0,-326.0,1604.0,-1488.0,-3332.0,14444.0,-20314.0,-39505.0,279905.0,1.0,0.0,7.0,0.0,0.0,5.0,-0.08447488584474885,-0.1689119170984456,,-0.09339693698217424,-0.18744374437443745,,-0.0676639386581129,-0.1236811621427006,,0.16666666666666666,0.0,,0.0,0.0,,0,0,0,5,1.0,1.0,0.0,0.0,1.0,3.0,26.14,2.0,1.0,0.0,0.0,1.0,4.0,21.585,3.0,1.0,1.0,0.0,2.0,4.0,19.97,0,0,0,0,CT012366,1,27002064.09,27002064.09,Annual,True,82.0,283.0,0,0,0
C09210,2025-05-05,0,Manufacturing,APAC,Mid-Market,945,Referral,484,1.325119780971937,49.1,70.57,-0.0737,0.8097,Stable,0.020000000000003126,0.00999999999999801,-2.059999999999995,0.0004074979625102512,0.00020370747606433102,-0.04026583268178255,83,440,4,8537,3,257,0,113,0,70,-1.0,-5.0,-2.0,10.0,-52.0,-24.0,617.0,-537.0,-872.0,-3.0,-2.0,-2.0,0.0,0.0,0.0,-0.011904761904761904,-0.056818181818181816,-0.023529411764705882,0.023255813953488372,-0.10569105691056911,-0.05172413793103448,0.0779040404040404,-0.05918007493938726,-0.09267722393453078,-0.42857142857142855,-0.3333333333333333,-0.3333333333333333,0.0,0.0,0.0,0,0,0,3,2.0,0.0,0.0,0.0,0.0,4.0,33.105000000000004,2.0,0.0,0.0,0.0,0.0,4.0,33.105000000000004,3.0,0.0,0.0,0.0,0.0,4.0,34.2625,0,0,0,0,CT009210,1,2157072.39,4314144.78,Two-year,True,484.0,246.0,0,0,0
C01208,2024-12-30,0,Government,North America,SMB,156,Referral,53,0.14510609171800137,79.7,66.2,-0.0008,0.9234,Stable,-0.4399999999999977,-0.28000000000000114,0.710000000000008,-0.005490391814324903,-0.0035008752188047153,0.008988479554374073,39,133,4,1788,1,133,0,0,0,0,4.0,39.0,39.0,30.0,133.0,133.0,48.0,1788.0,1788.0,-1.0,4.0,4.0,0.0,1.0,1.0,0.11428571428571428,,,0.2912621359223301,,,0.027586206896551724,,,-0.2,,,0.0,,,0,0,0,1,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,CT001208,1,740514.21,740514.21,Annual,True,53.0,312.0,0,0,0
C08306,2024-12-02,0,Financial Services,Latin America,SMB,125,Enterprise Sales,260,0.7118412046543463,86.38,80.19,0.0546,0.4208,Stable,0.8999999999999915,0.23999999999999488,0.3499999999999943,0.010528778661675146,0.0027861620617598663,0.0040683482506101865,24,77,3,1355,1,77,0,0,0,0,2.0,2.0,1.0,5.0,2.0,-6.0,15.0,-347.0,-331.0,0.0,-3.0,-4.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.043478260869565216,0.06944444444444445,0.02666666666666667,-0.07228915662650602,0.011194029850746268,-0.20387779083431257,-0.1963226571767497,0.0,-0.5,-0.5714285714285714,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,CT008306,1,952386.98,952386.98,Annual,True,260.0,105.0,0,0,1
C09374,2024-05-13,0,Logistics,Europe,Enterprise,2040,Partner,43,0.11772758384668036,82.37,76.81,-0.0049,0.79,Stable,0.9699999999999989,0.5600000000000023,-1.5999999999999943,0.011916461916461901,0.006845128957340206,-0.019054424199118666,472,3092,7,62037,3,1660,798,0,634,0,-7.0,472.0,472.0,-131.0,3092.0,3092.0,4244.0,62037.0,62037.0,3.0,7.0,7.0,0.0,3.0,3.0,-0.014613778705636743,,,-0.04064536146447409,,,0.07343449898776669,,,0.75,,,0.0,,,0,0,0,3,2.0,0.0,0.0,0.0,1.0,4.0,52.440000000000005,2.0,0.0,0.0,0.0,1.0,4.0,52.440000000000005,2.0,0.0,0.0,0.0,1.0,4.0,52.440000000000005,0,0,0,1,CT009374,1,15458079.88,15458079.88,Annual,True,43.0,322.0,0,0,0
